RESPONSÁVEL;CLIENTE;BANDEIRA;NOME PDV NOVO;NOME PDV ANTIGO;CNPJ;ENDEREÇO;CANAL;STORE TYPE;RESPONSÁVEL;ROTA;CIDADE;UF;CEP;REGIONAL
MANUELA BEZERRA;HAVAN;HAVAN;S03360 - HAVAN - AVENIDA SETE DE SETEMBRO - 1500 - ITAJAI - SC;REGIONAL SUL - HAVAN - 0035 - ITAJAI - FAZENDA - SC;7,93795E+13;AVENIDA SETE DE SETEMBRO, 1500;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;ITAJAI;SC;88301204;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S03875 - HAVAN - SHOPPING & SPORTS - CURITIBA - PR;REGIONAL SUL - HAVAN - 0036 - CURITIBA - XAXIM - PR;7,93795E+13;RUA FRANCISCO DEROSSO, 3488;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CURITIBA;PR;81830285;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S03441 - HAVAN - RODOVIA DEPUTADO JOAO LEOPOLDO JACOMEL - 12896 - PINHAIS - PR;REGIONAL SUL - HAVAN - 0037 - PINHAIS - EMILIANO PERNETA - PR;7,93795E+13;RODOVIA DEPUTADO JOAO LEOPOLDO JACOMEL, 12896;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PINHAIS;PR;83324292;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S03956 - HAVAN - RUA PREFEITO ROQUE VERNALHA - 589 - PARANAGUA - PR;REGIONAL SUL - HAVAN - 0038 - PARANAGUA - ITIBERE - PR;7,93795E+13;RUA PREFEITO ROQUE VERNALHA, 589;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PARANAGUA;PR;83206350;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S04090 - HAVAN - AVENIDA JOAQUIM CONSTANTINO - 1000 - PRESIDENTE PRUDENTE - SP;REGIONAL SUL - HAVAN - 0039 - PRESIDENTE PRUDENTE - VILA FORMOSA - SP;7,93795E+13;AVENIDA JOAQUIM CONSTANTINO, 1000;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;PRESIDENTE PRUDENTE;SP;19050220;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S04170 - HAVAN - AVENIDA BISPO DOM GERALDO PELLANDA - 100 - PONTA GROSSA - PR;REGIONAL SUL - HAVAN - 0041 - PONTA GROSSA - UVARANAS - PR;7,93795E+13;AVENIDA BISPO DOM GERALDO PELLANDA, 100;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PONTA GROSSA;PR;84025007;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S04251 - HAVAN - JOINVILLE GARTEN SHOPPING - JOINVILLE - SC;REGIONAL SUL - HAVAN - 0042 - GARTEN SHOPPING - JOINVILLE - BOM RETIRO - SC;7,93795E+13;AVENIDA ROLF WIEST, 333;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;JOINVILLE;SC;89223005;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S04332 - HAVAN - RUA PEDRO DRUSZCZ - 700 - ARAUCARIA - PR;REGIONAL SUL - HAVAN - 0043 - ARAUCARIA - CENTRO - PR;7,93795E+13;RUA PEDRO DRUSZCZ, 700;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;ARAUCARIA;PR;83702080;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S04413 - HAVAN - RUA XAVIER DA SILVA - 1400 - CAMPO LARGO - PR;REGIONAL SUL - HAVAN - 0044 - CAMPO LARGO - CENTRO - PR;7,93795E+13;RUA XAVIER DA SILVA, 1400;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CAMPO LARGO;PR;83601010;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S04502 - HAVAN - AVENIDA DOS ARACAS - 1300 - ARACATUBA - SP;REGIONAL SUL - HAVAN - 0045 - ARACATUBA - CENTRO - SP;7,93795E+13;AVENIDA DOS ARACAS, 1300;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;ARACATUBA;SP;16010285;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S04766 - HAVAN - PLAZA SHOPPING SAO JOSE RIO PRETO - SAO JOSE DO RIO PRETO - SP;REGIONAL SUL - HAVAN - 0046 - PLAZA AVENIDA SHOPPING - SAO JOSE DO RIO PRETO - JARDIM REDENTOR - SP;7,93795E+13;AVENIDA JOSE MUNIA, 4775;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;SAO JOSE DO RIO PRETO;SP;15085350;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S05061 - HAVAN - AVENIDA FEB - 2000 - VARZEA GRANDE - MT;REGIONAL SUL - HAVAN - 0047 - VARZEA GRANDE - PONTE NOVA - MT;7,93795E+13;AVENIDA FEB, 2000;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;VARZEA GRANDE;MT;78115865;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S05223 - HAVAN - LIMEIRA SHOPPING - LIMEIRA - SP;REGIONAL SUL - HAVAN - 0048 - LIMEIRA - PARQUE EGISTO RAGAZZO - SP;7,93795E+13;AVENIDA CARLOS KUNTZ BUSH, 800;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;LIMEIRA;SP;13485346;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S04685 - HAVAN - RUA 418 - 55 - ITAPEMA - SC;REGIONAL SUL - HAVAN - 0049 - ITAPEMA - MORRETES - SC;7,93795E+13;RUA 418, 55;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;ITAPEMA;SC;88220000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S05576 - HAVAN - AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA - 2211 - CURITIBA - PR;REGIONAL SUL - HAVAN - 0050 - CURITIBA - CIDADE INDUSTRIAL - PR;7,93795E+13;AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA, 2211;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CURITIBA;PR;81270200;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S04847 - HAVAN - AVENIDA PREFEITO MOACYR JULIO SILVESTRI - 1881 - GUARAPUAVA - PR;REGIONAL SUL - HAVAN - 0051 - GUARAPUAVA - JARDIM DAS AMERICAS - PR;7,93795E+13;AVENIDA PREFEITO MOACYR JULIO SILVESTRI, 1881;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;GUARAPUAVA;PR;85015370;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S04928 - HAVAN - RUA BENJAMIN CONSTANT - 777 - LONDRINA - PR;REGIONAL SUL - HAVAN - 0052 - LONDRINA - CENTRO - PR;7,93795E+13;RUA BENJAMIN CONSTANT, 777;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;LONDRINA;PR;86010360;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S05304 - HAVAN - RODOVIA WASHINGTON LUIS - SN - SAO CARLOS - SP;REGIONAL SUL - HAVAN - 0053 - SAO CARLOS - JARDIM MARACANA - SP;7,93795E+13;RODOVIA WASHINGTON LUIS, SN;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;SAO CARLOS;SP;13571291;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S05142 - HAVAN - RODOVIA BR 470 - 7000 - RIO DO SUL - SC;REGIONAL SUL - HAVAN - 0054 - RIO DO SUL - CANTA GALO - SC;7,93795E+13;RODOVIA BR 470, 7000;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;RIO DO SUL;SC;89160001;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S05495 - HAVAN - RUA MARCELINO PIRES - 4118 - DOURADOS - MS;REGIONAL SUL - HAVAN - 0055 - DOURADOS - JARDIM CARAMURU - MS;7,93795E+13;RUA MARCELINO PIRES, 4118;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;DOURADOS;MS;79830000;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S05657 - HAVAN - AVENIDA CONSTABILE ROMANO - 170 - RIBEIRAO PRETO - SP;REGIONAL SUL - HAVAN - 0056 - RIBEIRAO PRETO - RIBEIRANIA - SP;7,93795E+13;AVENIDA CONSTABILE ROMANO, 170;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;RIBEIRAO PRETO;SP;14096030;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S05738 - HAVAN - RUA DOS MANACAS - 2921 - SINOP - MT;REGIONAL SUL - HAVAN - 0057 - SINOP - SETOR INDUSTRIAL - MT;7,93795E+13;RUA DOS MANACAS, 2921;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;SINOP;MT;78557452;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S05819 - HAVAN - SHOPPING PANTANAL - CUIABA - MT;REGIONAL SUL - HAVAN - 0058 - CUIABA - BOSQUE DA SAUDE - MT;7,93795E+13;AVENIDA HISTORIADOR RUBENS DE MENDONCA, 3300;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;CUIABA;MT;78020250;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S05908 - HAVAN - RUA FERNANDO CORREA DA COSTA - SN - RONDONOPOLIS - MT;REGIONAL SUL - HAVAN - 0059 - RONDONOPOLIS - VILA AURORA - MT;7,93795E+13;RUA FERNANDO CORREA DA COSTA, SN;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;RONDONOPOLIS;MT;78740000;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S06033 - HAVAN - ESTRADA DA RIBEIRA BR 476 - 200 - COLOMBO - PR;REGIONAL SUL - HAVAN - 0060 - COLOMBO - GUARANI - PR;7,93795E+13;ESTRADA DA RIBEIRA BR 476, 200;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;COLOMBO;PR;83408000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S06203 - HAVAN - RUA NICOLAU ASSIS - 969 - BAURU - SP;REGIONAL SUL - HAVAN - 0061 - BAURU - JARDIM PANORAMA - SP;7,93795E+13;RUA NICOLAU ASSIS, 969;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;BAURU;SP;17011102;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S06386 - HAVAN - RUA DA AGRICULTURA - 840 - SANTA BARBARA D OESTE - SP;REGIONAL SUL - HAVAN - 0062 - SANTA BARBARA DOESTE - LOTEAMENTO INDUSTRIAL - SP;7,93795E+13;RUA DA AGRICULTURA, 840;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;SANTA BARBARA D OESTE;SP;13454000;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S06114 - HAVAN - AVENIDA JUSCELINO KUBITSCHEK - 3000 - ANAPOLIS - GO;REGIONAL SUL - HAVAN - 0063 - ANAPOLIS - JARDIM ELDORADO - GO;7,93795E+13;AVENIDA JUSCELINO KUBITSCHEK, 3000;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;ANAPOLIS;GO;75105080;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S06467 - HAVAN - AVENIDA CENTENARIO - 1151 - CRICIUMA - SC;REGIONAL SUL - HAVAN - 0064 - CRICIUMA - PINHEIRINHO - SC;7,93795E+13;AVENIDA CENTENARIO, 1151;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CRICIUMA;SC;88805000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S06548 - HAVAN - RUA GUERINO LUBIANI - 770 - PIRACICABA - SP;REGIONAL SUL - HAVAN - 0065 - PIRACICABA - DOIS CORREGOS - SP;7,93795E+13;RUA GUERINO LUBIANI, 770;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;PIRACICABA;SP;13420823;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S06629 - HAVAN - AVENIDA FRANCISCO FERREIRA LOPES - 3300 - MOGI DAS CRUZES - SP;REGIONAL SUL - HAVAN - 0066 - MOGI DAS CRUZES - VILA JUNDIAI - SP;7,93795E+13;AVENIDA FRANCISCO FERREIRA LOPES, 3300;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;MOGI DAS CRUZES;SP;8745000;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S06700 - HAVAN - AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK - 6000 - SAO JOSE DOS CAMPOS - SP;REGIONAL SUL - HAVAN - 0067 - SAO JOSE DOS CAMPOS - MONTE CASTELO - SP;7,93795E+13;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 6000;VAREJO;VAREJO;LIEDY AQUINO GOMES DOS SANTOS;SPC1;SAO JOSE DOS CAMPOS;SP;12215380;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S06890 - HAVAN - AVENIDA QUATORZE DE DEZEMBRO - 1449 - JUNDIAI - SP;REGIONAL SUL - HAVAN - 0068 - JUNDIAI - VILA MAFALDA - SP;7,93795E+13;AVENIDA QUATORZE DE DEZEMBRO, 1449;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;JUNDIAI;SP;13206105;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S06971 - HAVAN - AVENIDA MIGUEL SABIO DE MELLO - 350 - FRANCA - SP;REGIONAL SUL - HAVAN - 0069 - FRANCA - JARDIM SANTANA - SP;7,93795E+13;AVENIDA MIGUEL SABIO DE MELLO, 350;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;FRANCA;SP;14403068;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S07005 - HAVAN - AV ITAVUVU - 2891 - SOROCABA - SP;REGIONAL SUL - HAVAN - 0070 - SOROCABA - JARDIM SANTA CECILIA - SP;7,93795E+13;AVENIDA ITAVUVU, 2891;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;SOROCABA;SP;18078005;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S09300 - HAVAN - AVENIDA DO ESTADO DALMO VIEIRA - 4300 - BALNEARIO CAMBORIU - SC;REGIONAL SUL - HAVAN - 0071 - BALNEARIO CAMBORIU - CENTRO - SC;7,93795E+13;AVENIDA DO ESTADO DALMO VIEIRA, 4300;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;BALNEARIO CAMBORIU;SC;88339055;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S07196 - HAVAN - RUA SANTA ADELIA - 2 - CAMPO GRANDE - MS;REGIONAL SUL - HAVAN - 0072 - CAMPO GRANDE - COHAFAMA - MS;7,93795E+13;RUA SANTA ADELIA, 02;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;CAMPO GRANDE;MS;79006010;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S12602 - HAVAN - AVENIDA RUY RODRIGUEZ - 1540 - CAMPINAS - SP;REGIONAL SUL - HAVAN - 0073 - CAMPINAS - JARDIM NOVO CAMPOS ELISEOS - SP;7,93795E+13;AVENIDA RUY RODRIGUEZ, 1540;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;CAMPINAS;SP;13060192;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S07781 - HAVAN - ALAMEDA SANTA MARIA BR 040 - SN - VALPARAISO DE GOIAS - GO;REGIONAL SUL - HAVAN - 0074 - VALPARAISO DE GOIAS - PARQUE ESPLANADA V - GO;7,93795E+13;ALAMEDA SANTA MARIA BR 040, SN;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;VALPARAISO DE GOIAS;GO;72874101;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S07277 - HAVAN - AVENIDA PREFEITO WALDEMAR GRUBBA - 1800 - JARAGUA DO SUL - SC;REGIONAL SUL - HAVAN - 0075 - JARAGUA DO SUL - VILA LALAU - SC;7,93795E+13;AVENIDA PREFEITO WALDEMAR GRUBBA, 1800;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;JARAGUA DO SUL;SC;89256501;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S07609 - HAVAN - AVENIDA FLORIANO PEIXOTO - 4289 - UBERLANDIA - MG;REGIONAL SUL - HAVAN - 0076 - UBERLANDIA - CUSTODIO PEREIRA - MG;7,93795E+13;AVENIDA FLORIANO PEIXOTO, 4289;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;UBERLANDIA;MG;38405184;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S07943 - HAVAN - AVENIDA PRESIDENTE VARGAS - SN - RIO VERDE - GO;REGIONAL SUL - HAVAN - 0077 - RIO VERDE - JARDIM PRESIDENTE - GO;7,93795E+13;AVENIDA PRESIDENTE VARGAS, SN;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;RIO VERDE;GO;75908420;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S07439 - HAVAN - QUADRA 403 SUL ALAMEDA 29 ARSO 41 HM 02 LOTE 02 - SN - PALMAS - TO;REGIONAL SUL - HAVAN - 0079 - PALMAS - PLANO DIRETOR SUL - TO;7,93795E+13;QUADRA 403 SUL ALAMEDA 29 ARSO 41 HM 02 LOTE 02, SN;VAREJO;VAREJO;TATIANE SOUZA DOS SANTOS;NE_1;PALMAS;TO;77015591;NORTE
MANUELA BEZERRA;HAVAN;HAVAN;S08591 - HAVAN - AVENIDA DA EMANCIPACAO - 2130 - HORTOLANDIA - SP;REGIONAL SUL - HAVAN - 0081 - HORTOLANDIA - PARQUE DOS PINHEIROS - SP;7,93795E+13;AVENIDA DA EMANCIPACAO, 2130;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;HORTOLANDIA;SP;13184654;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S08087 - HAVAN - RUA TRANSAMAZONICA - 3159 - MARABA - PA;REGIONAL SUL - HAVAN - 0083 - MARABA - AMAPA - PA;7,93795E+13;RUA TRANSAMAZONICA, 3159;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;MARABA;PA;68502290;NORTE
MANUELA BEZERRA;HAVAN;HAVAN;S08834 - HAVAN - AVENIDA CONSUL ASSAF TRAD - 1456 - CAMPO GRANDE - MS;REGIONAL SUL - HAVAN - 0084 - CAMPO GRANDE - MATA DO JACINTO - MS;7,93795E+13;AVENIDA CONSUL ASSAF TRAD, 1456;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;CAMPO GRANDE;MS;79033005;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S10146 - HAVAN - AVENIDA VALDON VARJAO - 2122 - BARRA DO GARCAS - MT;REGIONAL SUL - HAVAN - 0085 - BARRA DO GARCAS - CENTRO - MT;7,93795E+13;AVENIDA VALDON VARJAO, 2122;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BARRA DO GARCAS;MT;78600000;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S08320 - HAVAN - AVENIDA LIONS INTERNACIONAL - SN - TANGARA DA SERRA - MT;REGIONAL SUL - HAVAN - 0087 - TANGARA DA SERRA - CENTRO - MT;7,93795E+13;AVENIDA LIONS INTERNACIONAL, SN;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;TANGARA DA SERRA;MT;78300000;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S08672 - HAVAN - ECO VALE SHOPPING - LORENA - SP;REGIONAL SUL - HAVAN - 0088 - ECO VALLE SHOPPING - LORENA - SANTA LUCRECIA - SP;7,93795E+13;RODOVIA PRESIDENTE DUTRA KM 53, SN;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;LORENA;SP;12612550;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S09997 - HAVAN - SHOPPING JARDIM NORTE - JUIZ DE FORA - MG;REGIONAL SUL - HAVAN - 0089 - JARDIM NORTE SHOPPING - JUIZ DE FORA - MARIANO PROCOPIO - MG;7,93795E+13;AVENIDA BRASIL, 6345;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;JUIZ DE FORA;MG;36080060;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S08400 - HAVAN - AVENIDA CLERISTON ANDRADE - 3873 - BARREIRAS - BA;REGIONAL SUL - HAVAN - 0090 - BARREIRAS - MIMOSO - BA;7,93795E+13;AVENIDA CLERISTON ANDRADE, 3873;VAREJO;VAREJO;TATIANE SOUZA DOS SANTOS;NE_1;BARREIRAS;BA;47803550;NORDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S09130 - HAVAN - RODOVIA BR 369 - SN - ARAPONGAS - PR;REGIONAL SUL - HAVAN - 0091 - ARAPONGAS - PARQUE INDUSTRIAL IV - PR;7,93795E+13;RODOVIA BR 369, SN;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;ARAPONGAS;PR;86706430;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S09059 - HAVAN - RODOVIA DEPUTADO MARCIO CORREA RJ140 - 2349 - SAO PEDRO DA ALDEIA - RJ;REGIONAL SUL - HAVAN - 0092 - SAO PEDRO DA ALDEIA - CAMPO REDONDO - RJ;7,93795E+13;RODOVIA DEPUTADO MARCIO CORREA RJ140, 2349;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;SAO PEDRO DA ALDEIA;RJ;28940090;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S08915 - HAVAN - AVENIDA RANULPHO MARQUES LEAL - 113 - TRES LAGOAS - MS;REGIONAL SUL - HAVAN - 0093 - TRES LAGOAS - JARDIM BRASILIA - MS;7,93795E+13;AVENIDA RANULPHO MARQUES LEAL, 113;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;TRES LAGOAS;MS;79620340;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S08753 - HAVAN - AVENIDA DOS FERROVIARIOS - 85 - PORTO UNIAO - SC;REGIONAL SUL - HAVAN - 0094 - PORTO UNIAO - CIDADE NOVA - SC;7,93795E+13;AVENIDA DOS FERROVIARIOS, 85;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PORTO UNIAO;SC;89400000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S09482 - REGIONAL SUL - HAVAN - 0096 - UMUARAMA - INDUSTRIAL I - PR;REGIONAL SUL - HAVAN - 0096 - UMUARAMA - INDUSTRIAL I - PR;7,93795E+13;RUA MANOEL RAMIRES, 4546;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;UMUARAMA;PR;87507011;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S09210 - HAVAN - ALAMEDA ASCENDIDO MORAIS DE AS - 9655 - ARARANGUA - SC;REGIONAL SUL - HAVAN - 0097 - ARARANGUA - SANGA DAREIA - SC;7,93795E+13;ALAMEDA ASCENDIDO MORAIS DE AS, 9655;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;ARARANGUA;SC;88902670;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S09725 - HAVAN - AVENIDA MARCIA HELENA MOREIRA SILVA - 507 - UBERABA - MG;REGIONAL SUL - HAVAN - 0098 - UBERABA - PARQUE DAS LARANJEIRAS - MG;7,93795E+13;AVENIDA MARCIA HELENA MOREIRA SILVA, 507;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;UBERABA;MG;38001970;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S09644 - HAVAN - AVENIDA DA PRODUCAO - 2360 - LUCAS DO RIO VERDE - MT;REGIONAL SUL - HAVAN - 0099 - LUCAS DO RIO VERDE - PARQUE DAS EMAS - MT;7,93795E+13;AVENIDA DA PRODUCAO, 2360 W;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;LUCAS DO RIO VERDE;MT;78455000;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S09563 - HAVAN - AVENIDA CORONEL ANTONIO HONORATO VIANA - 1294 - PETROLINA - PE;REGIONAL SUL - HAVAN - 0101 - PETROLINA - GERCINO COELHO - PE;7,93795E+13;AVENIDA CORONEL ANTONIO HONORATO VIANA, 1294;VAREJO;VAREJO;LUIZ FALCAO DE SOUZA NETO;NE_2;PETROLINA;PE;56308000;NORDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S09806 - HAVAN - RODOVIA BR 158 - 6000 - PATO BRANCO - PR;REGIONAL SUL - HAVAN - 0102 - PATO BRANCO - BORTOT - PR;7,93795E+13;RODOVIA BR 158, 6000;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PATO BRANCO;PR;85503300;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S10650 - HAVAN - LITORAL PLAZA SHOPPING - PRAIA GRANDE - SP;REGIONAL SUL - HAVAN - 0103 - LITORAL PLAZA SHOPPING - PRAIA GRANDE - INTERMARES - SP;7,93795E+13;AVENIDA AYRTON SENNA DA SILVA, 1511;VAREJO;VAREJO;PAULO SERGIO MARQUES DA SILVA;SPC2;PRAIA GRANDE;SP;11726900;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S10227 - HAVAN - AVENIDA MARECHAL RONDON - 6808 - VILHENA - RO;REGIONAL SUL - HAVAN - 0104 - VILHENA - SETOR INDUSTRAL - RO;7,93795E+13;AVENIDA MARECHAL RONDON, 6808;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;VILHENA;RO;76980002;NORTE
MANUELA BEZERRA;HAVAN;HAVAN;S10308 - HAVAN - AVENIDA PREFEITO SAMUEL BATISTA CRUZ - SN - LINHARES - ES;REGIONAL SUL - HAVAN - 0105 - LINHARES - TRES BARRAS - ES;7,93795E+13;AVENIDA PREFEITO SAMUEL BATISTA CRUZ, SN;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;LINHARES;ES;29907380;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S10499 - HAVAN - AVENIDA CASTELO BRANCO - 15706 - CACOAL - RO;REGIONAL SUL - HAVAN - 0107 - CACOAL - INCRA - RO;7,93795E+13;AVENIDA CASTELO BRANCO, 15706;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;CACOAL;RO;76965894;NORTE
MANUELA BEZERRA;HAVAN;HAVAN;S11037 - HAVAN - RODOVIA BR 364 - SN - RIO BRANCO - AC;REGIONAL SUL - HAVAN - 0108 - RIO BRANCO - LOT PORTAL DA AMAZONIA LOTE I Q 101 - AC;7,93795E+13;RODOVIA BR 364, SN;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;RIO BRANCO;AC;69915630;NORTE
