RESPONSÁVEL;CLIENTE;BANDEIRA;NOME PDV NOVO;NOME PDV ANTIGO;CNPJ;ENDEREÇO;CANAL;STORE TYPE;RESPONSÁVEL;ROTA;CIDADE;UF;CEP;REGIONAL
MANUELA BEZERRA;DUFRIO;DUFRIO;S01272 - DUFRIO - AVENIDA INDEPENDENCIA - 3314 - GOIANIA - GO;DUFRIO - GOIANIA/GO;1,75424E+12;Avenida Independencia, 3314, Setor Leste;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;GOIANIA;GO;74645010;CENTRO-OESTE
MANUELA BEZERRA;DUFRIO;DUFRIO;S01000 - DUFRIO - R. ENG. ALBERT LEIMER - 200 - GUARULHOS - SP;DUFRIO - GUARULHOS/SP;1,75424E+12;R. Eng. Albert Leimer, 200;ESPECIALIZADO;ESPECIALIZADO;LIEDY AQUINO GOMES DOS SANTOS;SPC1;GUARULHOS;SP;7140020;SUDESTE
MANUELA BEZERRA;DUFRIO;DUFRIO;S05774 - DUFRIO - RUA DONA FRANCISCA - 4673 - JOINVILLE - SC;DUFRIO - JOINVILLE/SC;1,75424E+12;Rua Dona Francisca, 4673;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;JOINVILLE;SC;89221008;SUL
MANUELA BEZERRA;DUFRIO;DUFRIO;S00110 - DUFRIO - RUA VOLUNTARIOS DA PATRIA - 3303 E 3333 - PORTO ALEGRE - RS;DUFRIO - PORTO ALEGRE/RS;1,75424E+12;Rua Voluntarios Da Patria, 3303 E 3333;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;PORTO ALEGRE;RS;90030003;SUL
MANUELA BEZERRA;DUFRIO;DUFRIO;S00462 - DUFRIO - AVENIDA GENERAL MAC ARTHUR - 1595 - RECIFE - PE;DUFRIO - RECIFE/PE;1,75424E+12;Avenida General Mac Arthur, 1595, Galpão 2;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;RECIFE;PE;51150400;NORDESTE
MANUELA BEZERRA;DUFRIO;DUFRIO;S02830 - DUFRIO - AVENIDA DR. FRANCISCO JUNQUEIRA - 731 - RIBEIRAO PRETO - SP;DUFRIO - RIBEIRAO PRETO/SP;1,75424E+12;Avenida Dr. Francisco Junqueira, 731 E R. Tamandaré, 66;ESPECIALIZADO;ESPECIALIZADO;ALEXANDRE RIBEIRO LIMA;SPI_2;RIBEIRAO PRETO;SP;14085310;SUDESTE
MANUELA BEZERRA;DUFRIO;DUFRIO;S00543 - DUFRIO - AVENIDA GUILHERME MAXWELL - 356 - RIO DE JANEIRO - RJ;DUFRIO - RIO DE JANEIRO/RJ;1,75424E+12;Avenida Guilherme Maxwell, 356;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;RIO DE JANEIRO;RJ;21040212;SUDESTE
MANUELA BEZERRA;DUFRIO;DUFRIO;S01787 - DUFRIO - AVENIDA MARIO LEAL FERREIRA - 1664 - SALVADOR - BA;DUFRIO - SALVADOR/BA;1,75424E+12;Avenida Mario Leal Ferreira, 1664;ESPECIALIZADO;ESPECIALIZADO;TATIANE SOUZA DOS SANTOS;NE_1;SALVADOR;BA;40285600;NORDESTE
MANUELA BEZERRA;DUFRIO;DUFRIO;S03801 - DUFRIO - R. JOAO BASSO - 65 - SAO BERNARDO DO CAMPO - SP;DUFRIO - SAO BERNARDO DO CAMPO/SP;1,75424E+12;R. Joao Basso, 65 Esq. Marechal Deodoro;ESPECIALIZADO;ESPECIALIZADO;PAULO SERGIO MARQUES DA SILVA;SPC2;SAO BERNARDO DO CAMPO;SP;9721100;SUDESTE
MANUELA BEZERRA;DUFRIO;DUFRIO;S04964 - DUFRIO - AV. PHILADELPHO MANOEL GOUVEIA NETO - 2551 - SAO JOSE DO RIO PRETO - SP;DUFRIO - SAO JOSE DO RIO PRETO/SP;1,75424E+12;Av. Philadelpho Manoel Gouveia Neto, 2551;ESPECIALIZADO;ESPECIALIZADO;ALEXANDRE RIBEIRO LIMA;SPI_2;São José do Rio Preto;SP;15050006;SUDESTE
RODRIGO ALMEIDA;UNIAR;STR;S00177 - UNIAR - R. JOSE DO PATROCINIO - 637 - JUNDIAI - SP;UNIAR - STR JUNDIAI/SP;4,29504E+13;R. José do Patrocínio, 637;ESPECIALIZADO;ESPECIALIZADO;ALEXANDRE RIBEIRO LIMA;SPI_2;Jundiaí;SP;13201640;SUDESTE
MANUELA BEZERRA;FERREIRA COSTA;FERREIRA COSTA;S00483 - FERREIRA COSTA - R. CONEGO BARATA - 275 - RECIFE - PE;FERREIRA COSTA - CONEGO RECIFE/PE;1,02305E+13;RUA CONEGO BARATA;VAREJO;HOME CENTER;LUIZ FALCAO DE SOUZA NETO;NE_2;Recife;PE;52051020;NORDESTE
MANUELA BEZERRA;FERREIRA COSTA;FERREIRA COSTA;S02427 - FERREIRA COSTA - R. EDGAR SALES MIRANDA HENRIQUES - 345 - JOAO PESSOA - PB;FERREIRA COSTA - JOAO PESSOA/PB;1,02305E+13;RUA EDSON FALCONI DE MELO;VAREJO;HOME CENTER;LUIZ FALCAO DE SOUZA NETO;NE_2;Joao Pessoa;PB;58036500;NORDESTE
MANUELA BEZERRA;FERREIRA COSTA;FERREIRA COSTA;S01960 - FERREIRA COSTA - AVENIDA MAL. MASCARENHAS DE MORAIS - 2967 - RECIFE - PE;FERREIRA COSTA - MASCARENHAS RECIFE/PE;1,02305E+13;Av. Mal. Mascarenhas de Morais, 2967 - Imbiribeira, Recife - PE, 51150-905;VAREJO;HOME CENTER;LUIZ FALCAO DE SOUZA NETO;NE_2;Recife;PE;51150905;NORDESTE
MANUELA BEZERRA;FERREIRA COSTA;FERREIRA COSTA;S00300 - FERREIRA COSTA - AVENIDA LUIS VIANA FILHO - 6180 - SALVADOR - BA;FERREIRA COSTA - VIANA SALVADOR/BA;1,02305E+13;AV. LUIZ VIANA FILHO;VAREJO;HOME CENTER;TATIANE SOUZA DOS SANTOS;NE_1;Salvador;BA;41730101;NORDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S02596 - FRIGELAR - AVENIDA CARLOS LINDEMBERG - 2719 - VILA VELHA - ES;FRIGELAR - VILA VELHA/ES;9,26604E+13;Avenida Carlos Lindemberg, 2719 - Nossa Senhora da Penha - Vila Velha;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;VILA VELHA;ES;29110175;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S04378 - FRIGELAR - AVENIDA AFONSO PENA - 2626 - UBERLANDIA - MG;FRIGELAR - UBERLANDIA/MG;9,26604E+13;Avenida Afonso Pena, 2626;ESPECIALIZADO;ESPECIALIZADO;ALEXANDRE RIBEIRO LIMA;SPI_2;UBERLANDIA;MG;38400706;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S05773 - FRIGELAR - AVENIDA JOAO XXIII - 1445, - TERESINA - PI;FRIGELAR - TERESINA/PI;9,26604E+13;Avenida Joao Xxiii, 1445,;ESPECIALIZADO;ESPECIALIZADO;TATIANE SOUZA DOS SANTOS;NE_1;TERESINA;PI;64049010;NORDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S05854 - FRIGELAR - AVENIDA GENERAL CARNEIRO - 914 - SOROCABA - SP;FRIGELAR - SOROCABA/SP;9,26604E+13;Avenida General Carneiro, 914 – Vila Lucy;ESPECIALIZADO;ESPECIALIZADO;ALEXANDRE RIBEIRO LIMA;SPI_2;SOROCABA;SP;18043004;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S06664 - FRIGELAR - AVENIDA PROF FRANCISCO MORATO - 3205 - SAO PAULO - SP;FRIGELAR - SAO PAULO/SP;9,26604E+13;Avenida Prof Francisco Morato, 3205;ESPECIALIZADO;ESPECIALIZADO;PAULO SERGIO MARQUES DA SILVA;SPC2;SÃO PAULO;SP;5520000;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S03304 - FRIGELAR - RUA ARNOLDO SILVEIRA DE SOUZA - 296 - SAO JOSE - SC;FRIGELAR - SAO JOSE/SC;9,26604E+13;Rua Arnoldo Silveira De Souza, 296;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;SAO JOSE;SC;88104740;SUL
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S04459 - FRIGELAR - RUA DINAMARCA - 225 - SAO JOSE DOS CAMPOS - SP;FRIGELAR - SAO JOSE DOS CAMPOS/SP;9,26604E+13;Rua Dinamarca, 225, Vila Nair;ESPECIALIZADO;ESPECIALIZADO;LIEDY AQUINO GOMES DOS SANTOS;SPC1;SAO JOSE DOS CAMPOS;SP;12231200;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S08446 - FRIGELAR - AVENIDA NOSSA SENHORA DA PAZ - 355 - SAO JOSE DO RIO PRETO - SP;FRIGELAR - SAO JOSE DO RIO PRETO/SP;9,26604E+13;Avenida Nossa Senhora da Paz 355 , Jardim  Alto Alegre;ESPECIALIZADO;ESPECIALIZADO;ALEXANDRE RIBEIRO LIMA;SPI_2;São José do Rio Preto;SP;15055500;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S00119 - FRIGELAR - AVENIDA PERNAMBUCO - 2285 - PORTO ALEGRE - RS;FRIGELAR - SAO GERALDO/RS;9,26604E+13;Avenida Pernambuco, 2285 – Sao Geraldo;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;PORTO ALEGRE;RS;90240005;SUL
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S01271 - FRIGELAR - AVENIDA PERNAMBUCO - 2273 - PORTO ALEGRE - RS;FRIGELAR - SAO GERALDO 2273/RS;9,26604E+13;Avenida Pernambuco, 2273;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;PORTO ALEGRE;RS;90240005;SUL
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S00895 - FRIGELAR - RUA GENERAL ARGOLO - 15 - SAO CRISTOVAO - RJ;FRIGELAR - SAO CRISTOVAO/RJ;9,26604E+13;Rua General Argolo, 15;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;SAO CRISTOVAO;RJ;20921393;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S06079 - FRIGELAR - RUA MARECHAL DEODORO - 2406 - SAO BERNARDO DO CAMPO - SP;FRIGELAR - SAO BERNARDO DO CAMPO/SP;9,26604E+13;Rua Marechal Deodoro, 2406, Centro, São Bernardo do Campo;ESPECIALIZADO;ESPECIALIZADO;PAULO SERGIO MARQUES DA SILVA;SPC2;SAO BERNARDO DO CAMPO;SP;9710202;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S05692 - FRIGELAR - AVENIDA WASHINGTON LUIS - 1 - SANTOS - SP;FRIGELAR - SANTOS/SP;9,26604E+13;Avenida Washington Luis, 01, Vila Mathias;ESPECIALIZADO;ESPECIALIZADO;LIEDY AQUINO GOMES DOS SANTOS;SPC1;SANTOS;SP;11050201;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S03568 - FRIGELAR - AVENIDA MARIO LEAL FERREIRA - 901 - SALVADOR - BA;FRIGELAR - SALVADOR/BA;9,26604E+13;Avenida Mario Leal Ferreira, 901;ESPECIALIZADO;ESPECIALIZADO;TATIANE SOUZA DOS SANTOS;NE_1;SALVADOR;BA;40252390;NORDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S05188 - FRIGELAR - RUA GUATEMALA - 371 - RIO DE JANEIRO - RJ;FRIGELAR - RIO DE JANEIRO/RJ;9,26604E+13;Rua Guatemala, 371;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;RIO DE JANEIRO;RJ;21020170;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S00704 - FRIGELAR - RUA VISCONDE DO RIO BRANCO - 1151 - RIBEIRAO PRETO - SP;FRIGELAR - RIBEIRAO PRETO/SP;9,26604E+13;Rua Visconde Do Rio Branco,1151;ESPECIALIZADO;ESPECIALIZADO;ALEXANDRE RIBEIRO LIMA;SPI_2;RIBEIRAO PRETO;SP;14015000;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S04106 - FRIGELAR - AVENIDA ENG DOMINGOS FERREIRA - 2030 - RECIFE - PE;FRIGELAR - RECIFE/PE;9,26604E+13;Avenida Eng Domingos Ferreira, 2030;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;RECIFE;PE;51020030;NORDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S05935 - FRIGELAR - RUA QUIRINO DOS SANTOS - 167 - SAO PAULO - SP;FRIGELAR - QUIRINO SAO PAULO/SP;9,26604E+13;Rua Quirino Dos Santos, 167;ESPECIALIZADO;ESPECIALIZADO;LIEDY AQUINO GOMES DOS SANTOS;SPC1;SÃO PAULO;SP;1141020;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S04530 - FRIGELAR - AVENIDA DOUTOR PAULO DE MORAES - 1111 - PIRACICABA - SP;FRIGELAR - PIRACICABA/SP;9,26604E+13;Avenida Doutor Paulo De Moraes, 1111;ESPECIALIZADO;ESPECIALIZADO;ALEXANDRE RIBEIRO LIMA;SPI_2;PIRACICABA;SP;13400853;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S03487 - FRIGELAR - AVENIDA AIRTON PRETINI - 321 - SAO PAULO - SP;FRIGELAR - PENHA SAO PAULO/SP;9,26604E+13;Avenida Airton Pretini, 321;ESPECIALIZADO;ESPECIALIZADO;LIEDY AQUINO GOMES DOS SANTOS;SPC1;SÃO PAULO;SP;3090000;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S05005 - FRIGELAR - AVENIDA DOS AUTONOMISTAS - 6230 - OSASCO - SP;FRIGELAR - OSASCO/SP;9,26604E+13;Avenida Dos Autonomistas, 6230;ESPECIALIZADO;ESPECIALIZADO;PAULO SERGIO MARQUES DA SILVA;SPC2;OSASCO;SP;6194060;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S07717 - FRIGELAR - RUA VINTE E CINCO DE JULHO - 536 - NOVO HAMBURGO - RS;FRIGELAR - NOVO HAMBURGO/RS;9,26604E+13;Rua Vinte E Cinco De Julho, 536;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;NOVO HAMBURGO;RS;93310250;SUL
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S03991 - FRIGELAR - RUA PARA - 640 - MANAUS - AM;FRIGELAR - MANAUS/AM;9,26604E+13;Rua Para, 640;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;MANAUS;AM;69053575;NORTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S06583 - FRIGELAR - AVENIDA FERNANDES LIMA - 3472 - MACEIO - AL;FRIGELAR - MACEIO/AL;9,26604E+13;Avenida Fernandes Lima, 3472 – Gruta De Lourdes;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;MACEIO;AL;57052403;NORDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S06826 - FRIGELAR - AVENIDA TIRADENTES - 1150 - LONDRINA - PR;FRIGELAR - LONDRINA/PR;9,26604E+13;Avenida Tiradentes, 1150;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;LONDRINA;PR;86070545;SUL
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S07474 - FRIGELAR - AV SANTOS DUMONT - 4806 - LAURO DE FREITAS - BA;FRIGELAR - LAURO DE FREITAS/BA;9,26604E+13;Av Santos Dumont, 4806;ESPECIALIZADO;ESPECIALIZADO;TATIANE SOUZA DOS SANTOS;NE_1;LAURO DE FREITAS;BA;42701260;NORDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S06745 - FRIGELAR - RUA COELHO NETO - 337 - JOINVILLE - SC;FRIGELAR - JOINVILLE/SC;9,26604E+13;Rua Coelho Neto, 337 – Santo Antonio;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;JOINVILLE;SC;89218538;SUL
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S02677 - FRIGELAR - AVENIDA PRESIDENTE EPITACIO PESSOA - 821 - JOAO PESSOA - PB;FRIGELAR - JOAO PESSOA/PB;9,26604E+13;Avenida Presidente Epitacio Pessoa, 821 Bairro Estados;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;JOAO PESSOA;PB;58030001;NORDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S04882 - FRIGELAR - RUA HEITOR LIBERATO - 2031 - ITAJAI - SC;FRIGELAR - ITAJAI/SC;9,26604E+13;Rua Heitor Liberato, 2031;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;ITAJAI;SC;88303101;SUL
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S00623 - FRIGELAR - RUA SGTO SILVIO D HOLLEMBACH - 171 - IMBIRIBEIRA - PE;FRIGELAR - IMBIRIBEIRA/PE;9,26604E+13;Rua Sgto Silvio D Hollembach, 171;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;IMBIRIBEIRA;PE;51150290;NORDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S04610 - FRIGELAR - AVENIDA MONTEIRO LOBATO - 393 - GUARULHOS - SP;FRIGELAR - GUARULHOS /SP;9,26604E+13;Avenida Monteiro Lobato, 393 Macedo;ESPECIALIZADO;ESPECIALIZADO;PAULO SERGIO MARQUES DA SILVA;SPC2;GUARULHOS;SP;2439000;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S02162 - FRIGELAR - AVENIDA ANHANGUERA - 7150 - GOIANIA - GO;FRIGELAR - GOIANIA/GO;9,26604E+13;Avenida Anhanguera, 7150 Qd P70;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;GOIANIA;GO;74270200;CENTRO-OESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S01867 - FRIGELAR - ALAMEDA GLETE - 798 - SAO PAULO - SP;FRIGELAR - GLETE 798 - ALAMEDA GLETE SAO PAULO/SP;9,26604E+13;Alameda Glete, 798;ESPECIALIZADO;ESPECIALIZADO;PAULO SERGIO MARQUES DA SILVA;SPC2;SÃO PAULO;SP;1215000;SUDESTE
RODRIGO ALMEIDA;BHP;BHP;S00610 - BHP - AVENIDA BARAO DE TATUI 1578 - SN - SOROCABA - SP;BHP - SOROCABA/SP;5,3484E+13;Avenida Barão De Tatuí 1578;ESPECIALIZADO;ESPECIALIZADO;ALEXANDRE RIBEIRO LIMA;SPI_2;SOROCABA;SP;18030000;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S00461 - FRIGELAR - ALAMEDA GLETE - 771 - SAO PAULO - SP;FRIGELAR - GLETE 771 - ALAMEDA GLETE SAO PAULO/SP;9,26604E+13;Alameda Glete, 771;ESPECIALIZADO;ESPECIALIZADO;PAULO SERGIO MARQUES DA SILVA;SPC2;SÃO PAULO;SP;1215001;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S02405 - FRIGELAR - RODOVIA BR 116 - 7000 - FORTALEZA - CE;FRIGELAR - FORTALEZA/CE;9,26604E+13;Rodovia Br 116, 7000 - Cajazeiras;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;FORTALEZA;CE;60864012;NORDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S05420 - FRIGELAR - AVENIDA MAURO RAMOS - 1099 - FLORIANOPOLIS - SC;FRIGELAR - FLORIANOPOLIS/SC;9,26604E+13;Avenida Mauro Ramos, 1099;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;FLORIANOPOLIS;SC;88015103;SUL
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S08012 - FRIGELAR - R CABACEIRAS - 55 - FEIRA DE SANTANA - BA;FRIGELAR - FEIRA DE SANTANA/BA;9,26604E+13;R CABACEIRAS, 55;ESPECIALIZADO;ESPECIALIZADO;TATIANE SOUZA DOS SANTOS;NE_1;FEIRA DE SANTANA;BA;44020235;NORDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S06230 - FRIGELAR - AVENIDA REDIG DE CAMPOS - 105 - SAO PAULO - SP;FRIGELAR - ESCRITORIO SAO PAULO/SP;9,26604E+13;AVENIDA Redig de Campos, 105;ESPECIALIZADO;ESPECIALIZADO;LIEDY AQUINO GOMES DOS SANTOS;SPC1;SÃO PAULO;SP;4711904;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S00976 - FRIGELAR - RUA HORTENCIO RIBEIRO DE LUNA - 1841 - JOAO PESSOA - PB;FRIGELAR - DISTRITO INDUSTRIAL/PB;9,26604E+13;Rua Hortencio Ribeiro de Luna, 1841;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;João Pessoa;PB;58081400;NORDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S00380 - FRIGELAR - RUA ROCKFELLER - 805 - CURITIBA - PR;FRIGELAR - CURITIBA/PR;9,26604E+13;Rua Rockfeller, 805 – Reboucas;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;CURITIBA;PR;80230130;SUL
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S02910 - FRIGELAR - RUA ROCKFELLER - 826 - CURITIBA - PR;FRIGELAR - CURITIBA - RUA ROCKFELLER - BAIRRO REBOUCAS/PR;9,26604E+13;Rua Rockfeller, 826;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;CURITIBA;PR;80230130;SUL
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S05340 - FRIGELAR - AVENIDA FERNANDO CORREA DA COSTA - 834 - CUIABA - MT;FRIGELAR - CUIABA/MT;9,26604E+13;Avenida Fernando Correa Da Costa, 834;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;CUIABA;MT;78043500;CENTRO-OESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S07202 - FRIGELAR - AVENIDA INCONFIDENCIA - 31 - CANOAS - RS;FRIGELAR - CANOAS/RS;9,26604E+13;Avenida Inconfidencia, 31;ESPECIALIZADO;ESPECIALIZADO;MARCIO JOSE FLORES PEREIRA;SUL_1;CANOAS;RS;90570240;SUL
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S06311 - FRIGELAR - AV. CEARA - 2308 - CAMPO GRANDE - MS;FRIGELAR - CAMPO GRANDE/MS;9,26604E+13;Av. Ceará, 2308 - Vila Rica, Campo Grande - MS, 79022-391;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;CAMPO GRANDE;MS;79022391;CENTRO-OESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S04297 - FRIGELAR - RUA ROMUALDO ANDREAZZI - 492 - CAMPINAS - SP;FRIGELAR - CAMPINAS/SP;9,26604E+13;Rua Romualdo Andreazzi, 492;ESPECIALIZADO;ESPECIALIZADO;ALEXANDRE RIBEIRO LIMA;SPI_2;CAMPINAS;SP;13041030;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S03134 - FRIGELAR - SIA/SUL TRECHO 1 - SN - BRASILIA - DF;FRIGELAR - BRASILIA/DF;9,26604E+13;Sia/Sul Trecho 1, Lotes 1290/1320, Sn;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;BRASILIA;DF;71215901;CENTRO-OESTE
RODRIGO ALMEIDA;CLIMA RIO;CLIMA RIO;S01623 - CLIMA RIO - RUA COMENDADOR OTTERER - 563 - SOROCABA - SP;CLIMA RIO - SOROCABA/SP;8,82417E+12;Rua Comendador Otterer, 563, Conj 571;ESPECIALIZADO;ESPECIALIZADO;ALEXANDRE RIBEIRO LIMA;SPI_2;SOROCABA;SP;18060070;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S03720 - FRIGELAR - AV. ALMIRANTE BARROSO - 280 - BELEM - PA;FRIGELAR - BELEM/PA;9,26604E+13;Av. Almirante Barroso, 280;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;BELEM;PA;66010020;NORTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S03215 - FRIGELAR - RUA MATO GROSSO11BARRO PRETO - SN - BELO HORIZONTE - MG;FRIGELAR - BARRO PRETO/MG;9,26604E+13;RUA MATO GROSSO11BARRO PRETO;ESPECIALIZADO;ESPECIALIZADO;TATIANE SOUZA DOS SANTOS;NE_1;BELO HORIZONTE;MG;30190081;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S06150 - FRIGELAR - AVENIDA AYRTON SENNA - 4701 - RIO DE JANEIRO - RJ;FRIGELAR - BARRA DA TIJUCA/RJ;9,26604E+13;Avenida Ayrton Senna, 4701;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;RIO DE JANEIRO;RJ;22793081;SUDESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S03800 - FRIGELAR - RODOVIA BR 316 - SN - ANANINDEUA - PA;FRIGELAR - ANANINDEUA/PA;9,26604E+13;RODOVIA BR 316, KM 05, SN - COQUEIRO;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;ananindeua;PA;67015220;NORTE
RODRIGO ALMEIDA;FRIOPECAS;FRIOPECAS;S00110 - FRIOPECAS - RUA MATO GROSSO - 224 - BELO HORIZONTE - MG;FRIOPECAS - BELO HORIZONTE/MG;4,28608E+12;Rua Mato Grosso, 224;ESPECIALIZADO;ESPECIALIZADO;TATIANE SOUZA DOS SANTOS;NE_1;BELO HORIZONTE;MG;30190082;SUDESTE
RODRIGO ALMEIDA;FRIOPECAS;FRIOPECAS;S01524 - FRIOPECAS - RUA DOS GOITACAZES - 1145 - BELO HORIZONTE - MG;FRIOPECAS - ESCRITORIO BELO HORIZONTE/MG;9,31611E+12;Rua Dos Goitacazes, 1145, Barro Preto;ESPECIALIZADO;ESPECIALIZADO;TATIANE SOUZA DOS SANTOS;NE_1;BELO HORIZONTE;MG;30190052;SUDESTE
RODRIGO ALMEIDA;FRIOPECAS;FRIOPECAS;S01281 - FRIOPECAS - AVENIDA IMPERADOR - 1092 - FORTALEZA - CE;FRIOPECAS - FORTALEZA/CE;9,31611E+12;Avenida Imperador, 1092;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;FORTALEZA;CE;60015050;NORDESTE
RODRIGO ALMEIDA;FRIOPECAS;FRIOPECAS;S00471 - FRIOPECAS - AVENIDA. JK - 960 - GOVERNADOR VALADARES - MG;FRIOPECAS - GOVERNADOR VALADARES/MG;9,31611E+12;Avenida. Jk, 960;ESPECIALIZADO;ESPECIALIZADO;TATIANE SOUZA DOS SANTOS;NE_1;GOVERNADOR VALADARES;MG;35030412;SUDESTE
