STORE NAME - NOVA;NOMENCLATURA ANTIGA;Viagem;CONSULTOR;CNPJ (CÓDIGO PDV);BANDEIRA;STATE;CITY;BAIRRO;ADDRESS;CEP
15962 - HAVAN - RUA OTAVIO SCHEMES - 4105 - GRAVATAI - RS;REGIONAL SUL - HAVAN - GRAVATAI - BARNABE - RS;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;RS;GRAVATAI;BARNABE;RUA OTAVIO SCHEMES, 4105;94155000
15539 - HAVAN - RODOVIA BR 101 - 4600 - PALHOCA - SC;REGIONAL SUL - HAVAN - PALHOCA - PASSA VINTE - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;PALHOCA;PASSA VINTE;RODOVIA BR, 101;88132011
15377 - HAVAN - AVENIDA SAO PEDRO E - 2242 - CHAPECO - SC;REGIONAL SUL - HAVAN - 0162 - CHAPECO - ENGENHO BRAUN - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;CHAPECO;ENGENHO BRAUN;AVENIDA SAO PEDRO E, 2242;89809440
14648 - HAVAN - RUA JOSE PEREIRA LIBERATO - 2001 - ITAJAI - SC;REGIONAL SUL - HAVAN - 0110 - ITAJAI - SAO JUDAS - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;ITAJAI;SAO JUDAS;RUA JOSE PEREIRA LIBERATO, 2001;88303400
14567 - HAVAN - AVENIDA SENADOR SALGADO FILHO - 940 - PELOTAS - RS;REGIONAL SUL - HAVAN - 0148 - PELOTAS - TRES VENDAS - RS;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;RS;PELOTAS;TRES VENDAS;AVENIDA SENADOR SALGADO FILHO, 940;96055740
14486 - HAVAN - AVENIDA SENADOR SALGADO FILHO - 7277 - VIAMAO - RS;REGIONAL SUL - HAVAN - 0151 - VIAMAO - PRETO FORRO - RS;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;RS;VIAMAO;JARDIM KRAHE;AVENIDA SENADOR SALGADO FILHO, 7277;94435000
13080 - HAVAN - AVENIDA BRASIL LESTE - 2333 - PASSO FUNDO - RS;REGIONAL SUL - HAVAN - 0134 - PASSO FUNDO - PETROPOLIS - RS;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;RS;PASSO FUNDO;PETROPOLIS;AVENIDA BRASIL LESTE, 2333;99050073
09300 - HAVAN - AVENIDA DO ESTADO DALMO VIEIRA - 4300 - BALNEARIO CAMBORIU - SC;REGIONAL SUL - HAVAN - 0071 - BALNEARIO CAMBORIU - CENTRO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;BALNEARIO CAMBORIU;CENTRO;AVENIDA DO ESTADO DALMO VIEIRA, 4300;88339055
09210 - HAVAN - ALAMEDA ASCENDIDO MORAIS DE AS - 9655 - ARARANGUA - SC;REGIONAL SUL - HAVAN - 0097 - ARARANGUA - SANGA DAREIA - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;ARARANGUA;SANGA DA AREIA;ALAMEDA ASCENDIDO MORAIS DE AS, 9655;88902670
08753 - HAVAN - AVENIDA DOS FERROVIARIOS - 85 - PORTO UNIAO - SC;REGIONAL SUL - HAVAN - 0094 - PORTO UNIAO - CIDADE NOVA - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;PORTO UNIAO;CIDADE NOVA;AVENIDA DOS FERROVIARIOS, 85;89400000
07277 - HAVAN - AVENIDA PREFEITO WALDEMAR GRUBBA - 1800 - JARAGUA DO SUL - SC;REGIONAL SUL - HAVAN - 0075 - JARAGUA DO SUL - VILA LALAU - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;JARAGUA DO SUL;VILA LALAU;AVENIDA PREFEITO WALDEMAR GRUBBA, 1800;89256501
06467 - HAVAN - AVENIDA CENTENARIO - 1151 - CRICIUMA - SC;REGIONAL SUL - HAVAN - 0064 - CRICIUMA - PINHEIRINHO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;CRICIUMA;PINHEIRINHO;AVENIDA CENTENARIO, 1151;88805000
18120 - HAVAN - AVENIDA DON LUIZ GUANELLA - 1201 - CANELA - RS;REGIONAL SUL - HAVAN - CANELA - SAO JOSE - RS;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;RS;CANELA;SAO JOSE;AVENIDA DON LUIZ GUANELLA, 1201;95680992
18040 - HAVAN - AVENIDA ASSIS BRASIL - 11120 - PORTO ALEGRE - RS;REGIONAL SUL - HAVAN - PORTO ALEGRE - SARANDI - RS;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;RS;PORTO ALEGRE;SARANDI;AVENIDA ASSIS BRASIL, 11120;91140000
04685 - HAVAN - RUA 418 - 55 - ITAPEMA - SC;REGIONAL SUL - HAVAN - 0049 - ITAPEMA - MORRETES - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;ITAPEMA;MORRETES;RUA, 418;88220000
03360 - HAVAN - AVENIDA SETE DE SETEMBRO - 1500 - ITAJAI - SC;REGIONAL SUL - HAVAN - 0035 - ITAJAI - FAZENDA - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;ITAJAI;FAZENDA;AVENIDA SETE DE SETEMBRO, 1500;88301204
03280 - HAVAN - SHOPPING PATIO CHAPECO - CHAPECO - SC;REGIONAL SUL - HAVAN - 0031 - PATIO CHAPECO SHOPPING - CHAPECO - LIDER - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;CHAPECO;LIDER;AVENIDA FERNANDO MACHADO, 4000;89805203
02984 - HAVAN - NORTE SHOPPING BLUMENAU - BLUMENAU - SC;REGIONAL SUL - HAVAN - 0028 - NORTE SHOPPING BLUMENAU - BLUMENAU - SALTO DO NORTE - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;BLUMENAU;SALTO DO NORTE;RODOVIA BR, 470;89065800
02801 - HAVAN - RUA PRINCIPAL ELIANE MOTTA - 1787 - SAO JOSE - SC;REGIONAL SUL - HAVAN - 0027 - SAO JOSE - BELA VISTA - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;SAO JOSE;BELA VISTA;RUA PRINCIPAL ELIANE MOTTA, 1787;88110840
02712 - HAVAN - AVENIDA RIO BRANCO - 139 - FLORIANOPOLIS - SC;REGIONAL SUL - HAVAN - 0026 - FLORIANOPOLIS - CENTRO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;FLORIANOPOLIS;CENTRO;AVENIDA RIO BRANCO, 139;88015201
02631 - HAVAN - RODOVIA BR 101 - 1019 - BARRA VELHA - SC;REGIONAL SUL - HAVAN - 0025 - BARRA VELHA - CENTRO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;BARRA VELHA;SAO CRISTOVAO;RODOVIA BR, 101;88390000
02470 - HAVAN - FLORIPA SHOPPING - FLORIANOPOLIS - SC;REGIONAL SUL - HAVAN - 0023 - FLORIPA SHOPPING - FLORIANOPOLIS - SACO GRANDE - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;FLORIANOPOLIS;SACO GRANDE;RODOVIA SC, 401;88032005
02208 - HAVAN - RUA PREFEITO ARI WAGNER - 358 - PALHOCA - SC;REGIONAL SUL - HAVAN - 0021 - PALHOCA - CENTRO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;PALHOCA;CENTRO;RUA PREFEITO ARI WAGNER, 358;88130070
01902 - HAVAN - FAROL SHOPPING - TUBARAO - SC;REGIONAL SUL - HAVAN - 0018 - FAROL SHOPPING - TUBARAO - AEROPORTO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;TUBARAO;AEROPORTO;AVENIDA MARCOLINO MARTINS CABRAL, 2525;88705003
01821 - HAVAN - RUA CORREIA PINTO - 166 - LAGES - SC;REGIONAL SUL - HAVAN - 0016 - LAGES - CENTRO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;LAGES;CENTRO;RUA CORREIA PINTO, 166;88502200
01660 - HAVAN - RUA 15 DE NOVEMBRO - 1050 - BLUMENAU - SC;REGIONAL SUL - HAVAN - 0014 - BLUMENAU - CENTRO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;BLUMENAU;CENTRO;RUA, 15;89010003
01589 - HAVAN - JARAGUA DO SUL PARK SHOPPING - JARAGUA DO SUL - SC;REGIONAL SUL - HAVAN - 0013 - JARAGUA DO SUL PARK SHOPPING - JARAGUA DO SUL - CENTRO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;JARAGUA DO SUL;CENTRO;AVENIDA GETULIO VARGAS, 268;89251970
01406 - HAVAN - AVENIDA GETULIO VARGAS - 558 - CHAPECO - SC;REGIONAL SUL - HAVAN - 0012 - CHAPECO - CENTRO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;CHAPECO;CENTRO;AVENIDA GETULIO VARGAS, 558;89801000
01236 - HAVAN - AVENIDA BRASIL - 3077 - BALNEARIO CAMBORIU - SC;REGIONAL SUL - HAVAN - 0009 - BALNEARIO CAMBORIU - CENTRO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;BALNEARIO CAMBORIU;CENTRO;AVENIDA BRASIL, 3077;88330060
01155 - HAVAN - SHOPPING NEUMARKT - BLUMENAU - SC;REGIONAL SUL - HAVAN - 0008 - NEUMARKT SHOPPING - BLUMENAU - CENTRO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;BLUMENAU;CENTRO;RUA SETE DE SETEMBRO, 1213;89010911
01074 - HAVAN - CRICIUMA SHOPPING - CRICIUMA - SC;REGIONAL SUL - HAVAN - 0007 - CRICIUMA SHOPPING - CRICIUMA - PROSPERA - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;CRICIUMA;PROSPERA;AVENIDA GABRIEL ZANETTE, 1455;88815060
12351 - HAVAN - RODOVIA DEPUTADO GENESIO TURECK ACESSO OESTE - 219 - SAO BENTO DO SUL - SC;REGIONAL SUL - HAVAN - 0127 - SAO BENTO DO SUL - OXFORD - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;SAO BENTO DO SUL;OXFORD;RODOVIA DEPUTADO GENESIO TURECK ACESSO OESTE, 219;89285470
12270 - HAVAN - SHOPPING ITAGUACU - SAO JOSE - SC;REGIONAL SUL - HAVAN - 0128 - SAO JOSE - BARREIROS - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;SAO JOSE;BARREIROS;RUA GERONCIO THIVES, 1079;88117900
11975 - HAVAN - RODOVIA SC 355 - SN - VIDEIRA - SC;REGIONAL SUL - HAVAN - 0125 - VIDEIRA - PORTAL DAS VIDEIRAS - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;VIDEIRA;PORTAL DAS VIDEIRAS;RODOVIA SC 355, S/N;89560000
11894 - HAVAN - RUA LIZANIAS ARAUJO COELHO - 200 - NAVEGANTES - SC;REGIONAL SUL - HAVAN - 0123 - NAVEGANTES - SAO DOMINGOS - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;NAVEGANTES;SAO DOMINGOS;RUA LIZANIAS ARAUJO COELHO, 200;88371015
11622 - HAVAN - RODOVIA ARMANDO CALIL BULOS - 170 - FLORIANOPOLIS - SC;REGIONAL SUL - HAVAN - FLORIANOPOLIS - VARGEM GRANDE - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;FLORIANOPOLIS;VARGEM GRANDE;RODOVIA ARMANDO CALIL BULOS, 170;88058000
11541 - HAVAN - ACESSO ADOLFO ZIGUELLI - 800 - JOACABA - SC;REGIONAL SUL - HAVAN - 0121 - JOACABA - BOA VISTA - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;JOACABA;BOA VISTA;ACESSO ADOLFO ZIGUELLI, 800;89600000
11207 - HAVAN - AVENIDA GOVERNADOR CELSO RAMOS - SN - PORTO BELO - SC;REGIONAL SUL - HAVAN - 0117 - PORTO BELO - PEREQUE - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;PORTO BELO;PEREQUE;AVENIDA GOVERNADOR CELSO RAMOS, S/N;88210000
11118 - HAVAN - LAGES SHOPPING CENTER - LAGES - SC;REGIONAL SUL - HAVAN - 0120 - LAGES - GUARUJA - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;LAGES;GUARUJA;RODOVIA BR, 282;88521440
10065 - HAVAN - NORTE SHOPPING BLUMENAU - BLUMENAU - SC;REGIONAL SUL - HAVAN - 0113 - NORTE SHOPPING BLUMENAU - BLUMENAU - SALTO DO NORTE - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;BLUMENAU;SALTO DO NORTE;RODOVIA BR, 470;89065800
05142 - HAVAN - RODOVIA BR 470 - 7000 - RIO DO SUL - SC;REGIONAL SUL - HAVAN - 0054 - RIO DO SUL - CANTA GALO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;RIO DO SUL;CANTA GALO;RODOVIA BR, 470;89160001
00264 - HAVAN - RODOVIA BR 282 KM 4 - 3700 - FLORIANOPOLIS - SC;REGIONAL SUL - HAVAN - 0005 - FLORIANOPOLIS - CAPOEIRAS - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;FLORIANOPOLIS;CAPOEIRAS;RODOVIA BR, 282;88090700
00183 - HAVAN - RODOVIA ANTONIO HEIL - 200 - BRUSQUE - SC;REGIONAL SUL - HAVAN - 0001 - BRUSQUE - CENTRO - SC;;MARCIO JOSE FLORES PEREIRA;7,93795E+13;HAVAN;SC;BRUSQUE;CENTRO;RODOVIA ANTONIO HEIL, 200;88353100
11037 - HAVAN - RODOVIA BR 364 - SN - RIO BRANCO - AC;REGIONAL SUL - HAVAN - 0108 - RIO BRANCO - LOT PORTAL DA AMAZONIA LOTE I Q 101 - AC;;A DEFINIR;7,93795E+13;HAVAN;AC;RIO BRANCO;PORTAL DA AMAZONIA;RODOVIA BR 364, S/N;69915630
10499 - HAVAN - AVENIDA CASTELO BRANCO - 15706 - CACOAL - RO;REGIONAL SUL - HAVAN - 0107 - CACOAL - INCRA - RO;;A DEFINIR;7,93795E+13;HAVAN;RO;CACOAL;INCRA;AVENIDA CASTELO BRANCO, 15706;76965894
10227 - HAVAN - AVENIDA MARECHAL RONDON - 6808 - VILHENA - RO;REGIONAL SUL - HAVAN - 0104 - VILHENA - SETOR INDUSTRAL - RO;;A DEFINIR;7,93795E+13;HAVAN;RO;VILHENA;SETOR INDUSTRAL;AVENIDA MARECHAL RONDON, 6808;76980002
10146 - HAVAN - AVENIDA VALDON VARJAO - 2122 - BARRA DO GARCAS - MT;REGIONAL SUL - HAVAN - 0085 - BARRA DO GARCAS - CENTRO - MT;;A DEFINIR;7,93795E+13;HAVAN;MT;BARRA DO GARCAS;CENTRO;AVENIDA VALDON VARJAO, 2122;78600000
09644 - HAVAN - AVENIDA DA PRODUCAO - 2360 - LUCAS DO RIO VERDE - MT;REGIONAL SUL - HAVAN - 0099 - LUCAS DO RIO VERDE - PARQUE DAS EMAS - MT;;A DEFINIR;7,93795E+13;HAVAN;MT;LUCAS DO RIO VERDE;PARQUE DAS EMAS;AVENIDA DA PRODUCAO, 2360;78455000
08915 - HAVAN - AVENIDA RANULPHO MARQUES LEAL - 113 - TRES LAGOAS - MS;REGIONAL SUL - HAVAN - 0093 - TRES LAGOAS - JARDIM BRASILIA - MS;;A DEFINIR;7,93795E+13;HAVAN;MS;TRES LAGOAS;JARDIM BRASILIA;AVENIDA RANULPHO MARQUES LEAL, 113;79620340
08834 - HAVAN - AVENIDA CONSUL ASSAF TRAD - 1456 - CAMPO GRANDE - MS;REGIONAL SUL - HAVAN - 0084 - CAMPO GRANDE - MATA DO JACINTO - MS;;A DEFINIR;7,93795E+13;HAVAN;MS;CAMPO GRANDE;MATA DO JACINTO;AVENIDA CONSUL ASSAF TRAD, 1456;79033005
08320 - HAVAN - AVENIDA LIONS INTERNACIONAL - SN - TANGARA DA SERRA - MT;REGIONAL SUL - HAVAN - 0087 - TANGARA DA SERRA - CENTRO - MT;;A DEFINIR;7,93795E+13;HAVAN;MT;TANGARA DA SERRA;CENTRO;AVENIDA LIONS INTERNACIONAL, S/N;78300000
08168 - HAVAN - ROD PA 275 - 1949 - PARAUAPEBAS - PA;REGIONAL SUL - HAVAN - 0082 - PARAUAPEBAS - CENTRO - PA;;A DEFINIR;7,93795E+13;HAVAN;PA;PARAUAPEBAS;CARAJAS;RODOVIA PA 275 KM 61, S/N;68515000
08087 - HAVAN - RUA TRANSAMAZONICA - 3159 - MARABA - PA;REGIONAL SUL - HAVAN - 0083 - MARABA - AMAPA - PA;;A DEFINIR;7,93795E+13;HAVAN;PA;MARABA;AMAPA;RUA TRANSAMAZONICA, 3159;68502290
07196 - HAVAN - RUA SANTA ADELIA - 2 - CAMPO GRANDE - MS;REGIONAL SUL - HAVAN - 0072 - CAMPO GRANDE - COHAFAMA - MS;;A DEFINIR;7,93795E+13;HAVAN;MS;CAMPO GRANDE;COHAFAMA;RUA SANTA ADELIA, 02;79006010
06114 - HAVAN - AVENIDA JUSCELINO KUBITSCHEK - 3000 - ANAPOLIS - GO;REGIONAL SUL - HAVAN - 0063 - ANAPOLIS - JARDIM ELDORADO - GO;;A DEFINIR;7,93795E+13;HAVAN;GO;ANAPOLIS;JARDIM ELDORADO;AVENIDA JUSCELINO KUBITSCHEK, 3000;75105080
05908 - HAVAN - RUA FERNANDO CORREA DA COSTA - SN - RONDONOPOLIS - MT;REGIONAL SUL - HAVAN - 0059 - RONDONOPOLIS - VILA AURORA - MT;;A DEFINIR;7,93795E+13;HAVAN;MT;RONDONOPOLIS;VILA AURORA I;RUA FERNANDO CORREA DA COSTA, S/N;78740000
05819 - HAVAN - SHOPPING PANTANAL - CUIABA - MT;REGIONAL SUL - HAVAN - 0058 - CUIABA - BOSQUE DA SAUDE - MT;;A DEFINIR;7,93795E+13;HAVAN;MT;CUIABA;JARDIM ACLIMACAO;AVENIDA HISTORIADOR RUBENS DE MENDONCA, 3300;78020250
05738 - HAVAN - RUA DOS MANACAS - 2921 - SINOP - MT;REGIONAL SUL - HAVAN - 0057 - SINOP - SETOR INDUSTRIAL - MT;;A DEFINIR;7,93795E+13;HAVAN;MT;SINOP;SETOR INDUSTRIAL SUL;RUA DOS MANACAS, 2921;78557452
05495 - HAVAN - RUA MARCELINO PIRES - 4118 - DOURADOS - MS;REGIONAL SUL - HAVAN - 0055 - DOURADOS - JARDIM CARAMURU - MS;;A DEFINIR;7,93795E+13;HAVAN;MS;DOURADOS;JARDIM CARAMURU;RUA MARCELINO PIRES, 4118;79830000
05061 - HAVAN - AVENIDA FEB - 2000 - VARZEA GRANDE - MT;REGIONAL SUL - HAVAN - 0047 - VARZEA GRANDE - PONTE NOVA - MT;;A DEFINIR;7,93795E+13;HAVAN;MT;VARZEA GRANDE;PONTE NOVA;AVENIDA FEB, 2000;78115865
17744 - HAVAN - RUA BUENOS AIRES - 186 - PORTO VELHO - RO;REGIONAL SUL - HAVAN - PORTO VELHO - NOVA PORTO VELHO - RO;;A DEFINIR;7,93795E+13;HAVAN;RO;PORTO VELHO;NOVA PORTO VELHO;RUA BUENOS AIRES, 186;76820086
16691 - HAVAN - AVENIDA AUGUSTO MONTENEGRO - 2216 - BELEM - PA;REGIONAL SUL - HAVAN - BELEM - MANGUEIRAO - PA;;A DEFINIR;7,93795E+13;HAVAN;PA;BELEM;MANGUEIRAO;AVENIDA AUGUSTO MONTENEGRO, 2216;66640000
16187 - HAVAN - RODOVIA BR 316 - 411 - ANANINDEUA - PA;REGIONAL SUL - HAVAN - ANANINDEUA - CENTRO - PA;;A DEFINIR;7,93795E+13;HAVAN;PA;ANANINDEUA;CENTRO;RODOVIA BR, 316;67030007
15610 - HAVAN - AVENIDA FERNANDO CORREA DA COSTA - 6383 - CUIABA - MT;REGIONAL SUL - HAVAN - CUIABA - PARQUE OHARA - MT;;A DEFINIR;7,93795E+13;HAVAN;MT;CUIABA;PARQUE OHARA;AVENIDA FERNANDO CORREA DA COSTA, 6383;78080300
15024 - HAVAN - AVENIDA IDEMAR RIEDI - 7536 - SORRISO - MT;REGIONAL SUL - HAVAN - 0153 - SORRISO - EXP URBANA LOT VALO - MT;;A DEFINIR;7,93795E+13;HAVAN;MT;SORRISO;LOTEAMENTO VALO;AVENIDA IDEMAR RIEDI, 7536;78895350
13161 - HAVAN - TRECHO ST SIA TRECHO 14 - SN - BRASILIA - DF;REGIONAL SUL - HAVAN - 0136 - BRASILIA - ZONA INDUSTRIAL GUARA - DF;;A DEFINIR;7,93795E+13;HAVAN;DF;BRASILIA;ZONA INDUSTRIAL GUARA;TRECHO ST SIA TRECHO 14, S/N;71200140
07943 - HAVAN - AVENIDA PRESIDENTE VARGAS - SN - RIO VERDE - GO;REGIONAL SUL - HAVAN - 0077 - RIO VERDE - JARDIM PRESIDENTE - GO;;A DEFINIR;7,93795E+13;HAVAN;GO;RIO VERDE;JARDIM PRESIDENTE;AVENIDA PRESIDENTE VARGAS, S/N;75908420
07781 - HAVAN - ALAMEDA SANTA MARIA BR 040 - SN - VALPARAISO DE GOIAS - GO;REGIONAL SUL - HAVAN - 0074 - VALPARAISO DE GOIAS - PARQUE ESPLANADA V - GO;;A DEFINIR;7,93795E+13;HAVAN;GO;VALPARAISO DE GOIAS;PARQUE ESPLANADA V;ALAMEDA SANTA MARIA BR 040, S/N;72874101
07510 - HAVAN - AVENIDA GOVERNADOR JORGE TEIXEIRA - 2900 - PORTO VELHO - RO;REGIONAL SUL - HAVAN - 0080 - PORTO VELHO - INDUSTRIAL - RO;;A DEFINIR;7,93795E+13;HAVAN;RO;PORTO VELHO;INDUSTRIAL;AVENIDA GOVERNADOR JORGE TEIXEIRA, 2900;76821002
07439 - HAVAN - QUADRA 403 SUL ALAMEDA 29 ARSO 41 HM 02 LOTE 02 - SN - PALMAS - TO;REGIONAL SUL - HAVAN - 0079 - PALMAS - PLANO DIRETOR SUL - TO;;A DEFINIR;7,93795E+13;HAVAN;TO;PALMAS;PLANO DIRETOR SUL;QUADRA 403 SUL ALAMEDA 29 ARSO 41 HM 02 LOTE 02, S/N;77015591
10308 - HAVAN - AVENIDA PREFEITO SAMUEL BATISTA CRUZ - SN - LINHARES - ES;REGIONAL SUL - HAVAN - 0105 - LINHARES - TRES BARRAS - ES;;DIOGO DO NASCIMENTO SANTOS;7,93795E+13;HAVAN;ES;LINHARES;TRES BARRAS;AVENIDA PREFEITO SAMUEL BATISTA CRUZ, S/N;29907380
09997 - HAVAN - SHOPPING JARDIM NORTE - JUIZ DE FORA - MG;REGIONAL SUL - HAVAN - 0089 - JARDIM NORTE SHOPPING - JUIZ DE FORA - MARIANO PROCOPIO - MG;;DIOGO DO NASCIMENTO SANTOS;7,93795E+13;HAVAN;MG;JUIZ DE FORA;MARIANO PROCOPIO;AVENIDA BRASIL, 6345;36080060
09725 - HAVAN - AVENIDA MARCIA HELENA MOREIRA SILVA - 507 - UBERABA - MG;REGIONAL SUL - HAVAN - 0098 - UBERABA - PARQUE DAS LARANJEIRAS - MG;;DIOGO DO NASCIMENTO SANTOS;7,93795E+13;HAVAN;MG;UBERABA;PARQUE DAS LARANJEIRAS;AVENIDA MARCIA HELENA MOREIRA SILVA, 507;38001970
07609 - HAVAN - AVENIDA FLORIANO PEIXOTO - 4289 - UBERLANDIA - MG;REGIONAL SUL - HAVAN - 0076 - UBERLANDIA - CUSTODIO PEREIRA - MG;Viagem;ALEXANDRE RIBEIRO LIMA;7,93795E+13;HAVAN;MG;UBERLANDIA;CUSTODIO PEREIRA;AVENIDA FLORIANO PEIXOTO, 4289;38405184
18473 - HAVAN - AVENIDA MARECHAL MASCARENHAS DE MORAES - 309 - CURITIBA - PR;REGIONAL SUL - HAVAN - CURITIBA - SANTA CANDIDA - PR;;BIBIANO RODRIGUES NETO;7,93795E+13;HAVAN;PR;CURITIBA;SANTA CANDIDA;AVENIDA MARECHAL MASCARENHAS DE MORAES, 309;82620300
14052 - HAVAN - AVENIDA PERIMETRAL PRESIDENTE TANCREDO ALMEIDA NEVES - 1757 - CAMPO MOURAO - PR;REGIONAL SUL - HAVAN - 0142 - CAMPO MOURAO - AREA URBANIZADA II - PR;;BIBIANO RODRIGUES NETO;7,93795E+13;HAVAN;PR;CAMPO MOURAO;AREA URBANIZADA II;AVENIDA PERIMETRAL PRESIDENTE TANCREDO ALMEIDA NEVES, 1757;87302001
13838 - HAVAN - AVENIDA NOSSA SENHORA APARECIDA - 155 - FAZENDA RIO GRANDE - PR;REGIONAL SUL - HAVAN - 0145 - FAZENDA RIO GRANDE - SANTA TEREZINHA - PR;;BIBIANO RODRIGUES NETO;7,93795E+13;HAVAN;PR;FAZENDA RIO GRANDE;SANTA TEREZINHA;AVENIDA NOSSA SENHORA APARECIDA, 155;83829018
11380 - HAVAN - AVENIDA TANCREDO NEVES - 3747 - CASCAVEL - PR;REGIONAL SUL - HAVAN - 0111 - CASCAVEL - PIONEIROS CATARINENSES - PR;;BIBIANO RODRIGUES NETO;7,93795E+13;HAVAN;PR;CASCAVEL;PIONEIROS CATARINENSES;AVENIDA TANCREDO NEVES, 3747;85805516
09806 - HAVAN - RODOVIA BR 158 - 6000 - PATO BRANCO - PR;REGIONAL SUL - HAVAN - 0102 - PATO BRANCO - BORTOT - PR;;BIBIANO RODRIGUES NETO;7,93795E+13;HAVAN;PR;PATO BRANCO;BORTOT;RODOVIA BR, 158;85503300
09130 - HAVAN - RODOVIA BR 369 - SN - ARAPONGAS - PR;REGIONAL SUL - HAVAN - 0091 - ARAPONGAS - PARQUE INDUSTRIAL IV - PR;;BIBIANO RODRIGUES NETO;7,93795E+13;HAVAN;PR;ARAPONGAS;PARQUE INDUSTRIAL IV;RODOVIA BR 369, S/N;86706430
06033 - HAVAN - ESTRADA DA RIBEIRA BR 476 - 200 - COLOMBO - PR;REGIONAL SUL - HAVAN - 0060 - COLOMBO - GUARANI - PR;;BIBIANO RODRIGUES NETO;7,93795E+13;HAVAN;PR;COLOMBO;GUARANI;ESTRADA DA RIBEIRA BR, 476;83408000
05576 - HAVAN - AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA - 2211 - CURITIBA - PR;REGIONAL SUL - HAVAN - 0050 - CURITIBA - CIDADE INDUSTRIAL - PR;;BIBIANO RODRIGUES NETO;7,93795E+13;HAVAN;PR;CURITIBA;CIDADE INDUSTRIAL;AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA, 2211;81270200
04928 - HAVAN - RUA BENJAMIN CONSTANT - 777 - LONDRINA - PR;REGIONAL SUL - HAVAN - 0052 - LONDRINA - CENTRO - PR;;BIBIANO RODRIGUES NETO;7,93795E+13;HAVAN;PR;LONDRINA;CENTRO;RUA BENJAMIN CONSTANT, 777;86010360
