REDE;CLIENTE;LOJA;CONSULTOR;CNPJ;NOME PDV
ANGELONI;ANGELONI;04954 - ANGELONI - RUA DOUTOR JOAO COLIN - 2500 - JOINVILLE - SC;BIBIANO RODRIGUES NETO;8,36E+13;04954 - ANGELONI - RUA DOUTOR JOAO COLIN - 2500 - JOINVILLE - SC
ANGELONI;ANGELONI;09590 - ANGELONI - AVENIDA DOUTOR NEREU RAMOS - 439 - SAO FRANCISCO DO SUL - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;09590 - ANGELONI - AVENIDA DOUTOR NEREU RAMOS - 439 - SAO FRANCISCO DO SUL - SC
ANGELONI;ANGELONI;09247 - ANGELONI - RUA MARTIN LUTHER - 135 - BRUSQUE - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;09247 - ANGELONI - RUA MARTIN LUTHER - 135 - BRUSQUE - SC
ANGELONI;ANGELONI;08780 - ANGELONI - AVENIDA GETULIO VARGAS - 1259 - ARARANGUA - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;08780 - ANGELONI - AVENIDA GETULIO VARGAS - 1259 - ARARANGUA - SC
ANGELONI;ANGELONI;08003 - ANGELONI - RUA CORONEL TEIXEIRA OLIVEIRA - 128 - BIGUACU - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;08003 - ANGELONI - RUA CORONEL TEIXEIRA OLIVEIRA - 128 - BIGUACU - SC
ANGELONI;ANGELONI;06736 - ANGELONI - RUA CORONEL BERNARDO GRUBBA - 247 - JARAGUA DO SUL - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;06736 - ANGELONI - RUA CORONEL BERNARDO GRUBBA - 247 - JARAGUA DO SUL - SC
ANGELONI;ANGELONI;03044 - ANGELONI - AVENIDA DO ESTADO - 2440 - BALNEARIO CAMBORIU - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;03044 - ANGELONI - AVENIDA DO ESTADO - 2440 - BALNEARIO CAMBORIU - SC
ANGELONI;ANGELONI;02234 - ANGELONI - RUA BARAO DO RIO BRANCO - 732 - JARAGUA DO SUL - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;02234 - ANGELONI - RUA BARAO DO RIO BRANCO - 732 - JARAGUA DO SUL - SC
ANGELONI;ANGELONI;02153 - ANGELONI - RUA SETE DE SETEMBRO - 100 - BLUMENAU - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;02153 - ANGELONI - RUA SETE DE SETEMBRO - 100 - BLUMENAU - SC
ANGELONI;ANGELONI;02072 - ANGELONI - AVENIDA MARINHEIRO MAX SCHRAMM - 3450 - FLORIANOPOLIS - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;02072 - ANGELONI - AVENIDA MARINHEIRO MAX SCHRAMM - 3450 - FLORIANOPOLIS - SC
ANGELONI;ANGELONI;01939 - ANGELONI - RUA HUMBERTO DE CAMPOS - 77 - BLUMENAU - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;01939 - ANGELONI - RUA HUMBERTO DE CAMPOS - 77 - BLUMENAU - SC
ANGELONI;ANGELONI;01505 - ANGELONI - RUA FREI ROGERIO - 587 - LAGES - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;01505 - ANGELONI - RUA FREI ROGERIO - 587 - LAGES - SC
ANGELONI;ANGELONI;00967 - ANGELONI - AVENIDA DO CENTENARIO - 2699 - CRICIUMA - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;00967 - ANGELONI - AVENIDA DO CENTENARIO - 2699 - CRICIUMA - SC
ANGELONI;ANGELONI;00886 - ANGELONI - AVENIDA EXPEDICIONARIO JOSE PEDRO COELHO - 1120 - TUBARAO - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;00886 - ANGELONI - AVENIDA EXPEDICIONARIO JOSE PEDRO COELHO - 1120 - TUBARAO - SC
ANGELONI;ANGELONI;10172 - ANGELONI - RODOVIA JOSE CARLOS DAUX SC 401 - 2684 - FLORIANOPOLIS - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;10172 - ANGELONI - RODOVIA JOSE CARLOS DAUX SC 401 - 2684 - FLORIANOPOLIS - SC
ANGELONI;ANGELONI;00703 - ANGELONI - RUA 13 DE MAIO - 12 - LAGUNA - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;00703 - ANGELONI - RUA 13 DE MAIO - 12 - LAGUNA - SC
ANGELONI;ANGELONI;00290 - ANGELONI - RUA FELIPE SCHMIDT - 26 - CRICIUMA - SC;MARCIO JOSE FLORES PEREIRA;8,36E+13;00290 - ANGELONI - RUA FELIPE SCHMIDT - 26 - CRICIUMA - SC
ANGELONI;ANGELONI;09670 - ANGELONI - RUA PADRE AGOSTINHO - 2885 - CURITIBA - PR;BIBIANO RODRIGUES NETO;8,36E+13;09670 - ANGELONI - RUA PADRE AGOSTINHO - 2885 - CURITIBA - PR
ANGELONI;ANGELONI;09409 - ANGELONI - RUA QUINZE DE NOVEMBRO - 2900 - SAO JOSE DOS PINHAIS - PR;BIBIANO RODRIGUES NETO;8,36E+13;09409 - ANGELONI - RUA QUINZE DE NOVEMBRO - 2900 - SAO JOSE DOS PINHAIS - PR
ANGELONI;ANGELONI;04369 - ANGELONI - AVENIDA REPUBLICA ARGENTINA - 900 - CURITIBA - PR;BIBIANO RODRIGUES NETO;8,36E+13;04369 - ANGELONI - AVENIDA REPUBLICA ARGENTINA - 900 - CURITIBA - PR
A.DIAS;A.DIAS;00114 - A.DIAS - R. TEN. ALBERTOICCIATI - 120 - SAO PAULO - SP;LIEDY AQUINO GOMES DOS SANTOS;5,95E+12;00114 - A.DIAS - R. TEN. ALBERTOICCIATI - 120 - SAO PAULO - SP
A.DIAS;A.DIAS;01082 - A.DIAS - AVENIDA CASSIANO RICARDO 521 - SN - SAO JOSE DOS CAMPOS - SP;LIEDY AQUINO GOMES DOS SANTOS;9,57E+12;01082 - A.DIAS - AVENIDA CASSIANO RICARDO 521 - SN - SAO JOSE DOS CAMPOS - SP
A.DIAS;A.DIAS;00191 - A.DIAS - AVENIDA PRESIDENTE COSTA E SILVA - 609 - PRAIA GRANDE - SP;PAULO SERGIO MARQUES DA SILVA;9,57E+12;00191 - A.DIAS - AVENIDA PRESIDENTE COSTA E SILVA - 609 - PRAIA GRANDE - SP
AMBIENTE;AMBIENTE;00403 - AMBIENTE - AVENIDA DO COWBOY - 345 - CASCAVEL - PR;BIBIANO RODRIGUES NETO;5,10E+12;00403 - AMBIENTE - AVENIDA DO COWBOY - 345 - CASCAVEL - PR
AMBIENTE;AMBIENTE;00366 - AMBIENTE - AVENIDA TIRADENTES - 386 - LONDRINA - PR;BIBIANO RODRIGUES NETO;9,69E+12;00366 - AMBIENTE - AVENIDA TIRADENTES - 386 - LONDRINA - PR
AMBIENTE;AMBIENTE;00233 - AMBIENTE - RUA BARTOLOMEU LOURENCO DE GUSMAO - 4916 - CURITIBA - PR;BIBIANO RODRIGUES NETO;5,10E+12;00233 - AMBIENTE - RUA BARTOLOMEU LOURENCO DE GUSMAO - 4916 - CURITIBA - PR
AMBIENTE;AMBIENTE;00152 - AMBIENTE - AVENIDA DR GASTAO VIDIGAL - 165 - MARINGA - PR;BIBIANO RODRIGUES NETO;5,10E+12;00152 - AMBIENTE - AVENIDA DR GASTAO VIDIGAL - 165 - MARINGA - PR
AMBIENTE;AMBIENTE;00667 - AMBIENTE - R. MANOEL BANDEIRA - 147 - FOZ DO IGUACU - PR;BIBIANO RODRIGUES NETO;5,10E+12;00667 - AMBIENTE - R. MANOEL BANDEIRA - 147 - FOZ DO IGUACU - PR
BHP;BHP;00700 - BHP - AV. SENADOR PINHEIRO MACHADO - 22 - SANTOS - SP;LIEDY AQUINO GOMES DOS SANTOS;5,35E+13;00700 - BHP - AV. SENADOR PINHEIRO MACHADO - 22 - SANTOS - SP
BHP;BHP;00610 - BHP - AVENIDA BARAO DE TATUI 1578 - SN - SOROCABA - SP;LIEDY AQUINO GOMES DOS SANTOS;5,35E+13;00610 - BHP - AVENIDA BARAO DE TATUI 1578 - SN - SOROCABA - SP
CENTRAL AR;CENTRAL AR;00187 - CENTRAL AR - FRANQUIA ITURAMA/MG;DIOGO DO NASCIMENTO SANTOS;6,25E+13;00187 - CENTRAL AR - FRANQUIA ITURAMA/MG
CENTRAL AR;CENTRAL AR;00135 - CENTRAL AR - FRANQUIA LAGOS/RJ;DIOGO DO NASCIMENTO SANTOS;4,52E+13;00135 - CENTRAL AR - FRANQUIA LAGOS/RJ
CENTRAL AR;CENTRAL AR;00160 - CENTRAL AR - SANTOS/SP;PAULO SERGIO MARQUES DA SILVA;3,08E+13;00160 - CENTRAL AR - SANTOS/SP
CLAUDINO;CLAUDINO;00108 - CLAUDINO - RUA PADRE MANOEL MARIANO - 21 - CAJAZEIRAS - PB;LUIZ FALCAO DE SOUZA NETO;9,00E+12;00108 - CLAUDINO - RUA PADRE MANOEL MARIANO - 21 - CAJAZEIRAS - PB
UNIS BONSHOP;DIS;00170 - DIS - ALAMEDA GABRIEL MONTEIRO DA SILVA - 1717 - SAO PAULO - SP;LIEDY AQUINO GOMES DOS SANTOS;2,32E+13;00170 - DIS - ALAMEDA GABRIEL MONTEIRO DA SILVA - 1717 - SAO PAULO - SP
UNIS BONSHOP;DIS;01223 - DIS - AVENIDA CRISTIANO MACHADO - 2940 - BELO HORIZONTE - MG;DIOGO DO NASCIMENTO SANTOS;2,32E+13;01223 - DIS - AVENIDA CRISTIANO MACHADO - 2940 - BELO HORIZONTE - MG
FERREIRA COSTA;FERREIRA COSTA;02427 - FERREIRA COSTA - R. EDGAR SALES MIRANDA HENRIQUES - 345 - JOAO PESSOA - PB;LUIZ FALCAO DE SOUZA NETO;1,02E+13;02427 - FERREIRA COSTA - R. EDGAR SALES MIRANDA HENRIQUES - 345 - JOAO PESSOA - PB
FERREIRA COSTA;FERREIRA COSTA;01960 - FERREIRA COSTA - AVENIDA MAL. MASCARENHAS DE MORAIS - 2967 - RECIFE - PE;LUIZ FALCAO DE SOUZA NETO;1,02E+13;01960 - FERREIRA COSTA - AVENIDA MAL. MASCARENHAS DE MORAIS - 2967 - RECIFE - PE
FERREIRA COSTA;FERREIRA COSTA;00483 - FERREIRA COSTA - R. CONEGO BARATA - 275 - RECIFE - PE;LUIZ FALCAO DE SOUZA NETO;1,02E+13;00483 - FERREIRA COSTA - R. CONEGO BARATA - 275 - RECIFE - PE
FERREIRA COSTA;FERREIRA COSTA;03156 - FERREIRA COSTA - SALVADOR/BA;TATIANE SOUZA DOS SANTOS;1,02E+13;03156 - FERREIRA COSTA - SALVADOR/BA
FERREIRA COSTA;FERREIRA COSTA;00300 - FERREIRA COSTA - AVENIDA LUIS VIANA FILHO - 6180 - SALVADOR - BA;TATIANE SOUZA DOS SANTOS;1,02E+13;00300 - FERREIRA COSTA - AVENIDA LUIS VIANA FILHO - 6180 - SALVADOR - BA
#N/D;#N/D;02081 - FRIGELAR - AVENIDA NOSSA SENHORA DA PAZ 355 - 355 - SAO JOSE DO RIO PRETO - SP;ALEXANDRE RIBEIRO LIMA;9,27E+13;02081 - FRIGELAR - AVENIDA NOSSA SENHORA DA PAZ 355 - 355 - SAO JOSE DO RIO PRETO - SP
FRIGELAR;FRIGELAR;00704 - FRIGELAR - RUA VISCONDE DO RIO BRANCO - 1151 - RIBEIRAO PRETO - SP;ALEXANDRE RIBEIRO LIMA;9,27E+13;00704 - FRIGELAR - RUA VISCONDE DO RIO BRANCO - 1151 - RIBEIRAO PRETO - SP
FRIGELAR;FRIGELAR;06150 - FRIGELAR - AVENIDA AYRTON SENNA - 4701 - RIO DE JANEIRO - RJ;DIOGO DO NASCIMENTO SANTOS;9,27E+13;06150 - FRIGELAR - AVENIDA AYRTON SENNA - 4701 - RIO DE JANEIRO - RJ
FRIGELAR;FRIGELAR;05188 - FRIGELAR - RUA GUATEMALA - 371 - RIO DE JANEIRO - RJ;DIOGO DO NASCIMENTO SANTOS;9,27E+13;05188 - FRIGELAR - RUA GUATEMALA - 371 - RIO DE JANEIRO - RJ
FRIGELAR;FRIGELAR;00895 - FRIGELAR - RUA GENERAL ARGOLO - 15 - SAO CRISTOVAO - RJ;DIOGO DO NASCIMENTO SANTOS;9,27E+13;00895 - FRIGELAR - RUA GENERAL ARGOLO - 15 - SAO CRISTOVAO - RJ
FRIGELAR;FRIGELAR;06230 - FRIGELAR - AVENIDA REDIG DE CAMPOS - 105 - SAO PAULO - SP;LIEDY AQUINO GOMES DOS SANTOS;9,27E+13;06230 - FRIGELAR - AVENIDA REDIG DE CAMPOS - 105 - SAO PAULO - SP
FRIGELAR;FRIGELAR;05692 - FRIGELAR - AVENIDA WASHINGTON LUIS - 1 - SANTOS - SP;LIEDY AQUINO GOMES DOS SANTOS;9,27E+13;05692 - FRIGELAR - AVENIDA WASHINGTON LUIS - 1 - SANTOS - SP
FRIGELAR;FRIGELAR;06583 - FRIGELAR - AVENIDA FERNANDES LIMA - 3472 - MACEIO - AL;LUIZ FALCAO DE SOUZA NETO;9,27E+13;06583 - FRIGELAR - AVENIDA FERNANDES LIMA - 3472 - MACEIO - AL
FRIGELAR;FRIGELAR;04106 - FRIGELAR - AVENIDA ENG DOMINGOS FERREIRA - 2030 - RECIFE - PE;LUIZ FALCAO DE SOUZA NETO;9,27E+13;04106 - FRIGELAR - AVENIDA ENG DOMINGOS FERREIRA - 2030 - RECIFE - PE
FRIGELAR;FRIGELAR;02677 - FRIGELAR - AVENIDA PRESIDENTE EPITACIO PESSOA - 821 - JOAO PESSOA - PB;LUIZ FALCAO DE SOUZA NETO;9,27E+13;02677 - FRIGELAR - AVENIDA PRESIDENTE EPITACIO PESSOA - 821 - JOAO PESSOA - PB
FRIGELAR;FRIGELAR;02405 - FRIGELAR - RODOVIA BR 116 - 7000 - FORTALEZA - CE;LUIZ FALCAO DE SOUZA NETO;9,27E+13;02405 - FRIGELAR - RODOVIA BR 116 - 7000 - FORTALEZA - CE
FRIGELAR;FRIGELAR;00976 - FRIGELAR - RUA HORTENCIO RIBEIRO DE LUNA - 1841 - JOAO PESSOA - PB;LUIZ FALCAO DE SOUZA NETO;9,27E+13;00976 - FRIGELAR - RUA HORTENCIO RIBEIRO DE LUNA - 1841 - JOAO PESSOA - PB
FRIGELAR;FRIGELAR;00623 - FRIGELAR - RUA SGTO SILVIO D HOLLEMBACH - 171 - IMBIRIBEIRA - PE;LUIZ FALCAO DE SOUZA NETO;9,27E+13;00623 - FRIGELAR - RUA SGTO SILVIO D HOLLEMBACH - 171 - IMBIRIBEIRA - PE
FRIGELAR;FRIGELAR;07717 - FRIGELAR - RUA VINTE E CINCO DE JULHO - 536 - NOVO HAMBURGO - RS;MARCIO JOSE FLORES PEREIRA;9,27E+13;07717 - FRIGELAR - RUA VINTE E CINCO DE JULHO - 536 - NOVO HAMBURGO - RS
FRIGELAR;FRIGELAR;07202 - FRIGELAR - AVENIDA INCONFIDENCIA - 31 - CANOAS - RS;MARCIO JOSE FLORES PEREIRA;9,27E+13;07202 - FRIGELAR - AVENIDA INCONFIDENCIA - 31 - CANOAS - RS
FRIGELAR;FRIGELAR;05420 - FRIGELAR - AVENIDA MAURO RAMOS - 1099 - FLORIANOPOLIS - SC;MARCIO JOSE FLORES PEREIRA;9,27E+13;05420 - FRIGELAR - AVENIDA MAURO RAMOS - 1099 - FLORIANOPOLIS - SC
FRIGELAR;FRIGELAR;03304 - FRIGELAR - RUA ARNOLDO SILVEIRA DE SOUZA - 296 - SAO JOSE - SC;MARCIO JOSE FLORES PEREIRA;9,27E+13;03304 - FRIGELAR - RUA ARNOLDO SILVEIRA DE SOUZA - 296 - SAO JOSE - SC
FRIGELAR;FRIGELAR;03053 - FRIGELAR - AVENIDA PARA - 1269 - PORTO ALEGRE - RS;MARCIO JOSE FLORES PEREIRA;9,27E+13;03053 - FRIGELAR - AVENIDA PARA - 1269 - PORTO ALEGRE - RS
FRIGELAR;FRIGELAR;01271 - FRIGELAR - AVENIDA PERNAMBUCO - 2273 - PORTO ALEGRE - RS;MARCIO JOSE FLORES PEREIRA;9,27E+13;01271 - FRIGELAR - AVENIDA PERNAMBUCO - 2273 - PORTO ALEGRE - RS
FRIGELAR;FRIGELAR;04882 - FRIGELAR - RUA HEITOR LIBERATO - 2031 - ITAJAI - SC;MARCIO JOSE FLORES PEREIRA;9,27E+13;04882 - FRIGELAR - RUA HEITOR LIBERATO - 2031 - ITAJAI - SC
FRIGELAR;FRIGELAR;00119 - FRIGELAR - AVENIDA PERNAMBUCO - 2285 - PORTO ALEGRE - RS;MARCIO JOSE FLORES PEREIRA;9,27E+13;00119 - FRIGELAR - AVENIDA PERNAMBUCO - 2285 - PORTO ALEGRE - RS
FRIGELAR;FRIGELAR;05854 - FRIGELAR - AVENIDA GENERAL CARNEIRO - 914 - SOROCABA - SP;LIEDY AQUINO GOMES DOS SANTOS;9,27E+13;05854 - FRIGELAR - AVENIDA GENERAL CARNEIRO - 914 - SOROCABA - SP
FRIGELAR;FRIGELAR;04530 - FRIGELAR - AVENIDA DOUTOR PAULO DE MORAES - 1111 - PIRACICABA - SP;PAULO SERGIO MARQUES DA SILVA;9,27E+13;04530 - FRIGELAR - AVENIDA DOUTOR PAULO DE MORAES - 1111 - PIRACICABA - SP
FRIGELAR;FRIGELAR;04459 - FRIGELAR - RUA DINAMARCA - 225 - SAO JOSE DOS CAMPOS - SP;LIEDY AQUINO GOMES DOS SANTOS;9,27E+13;04459 - FRIGELAR - RUA DINAMARCA - 225 - SAO JOSE DOS CAMPOS - SP
FRIGELAR;FRIGELAR;04297 - FRIGELAR - RUA ROMUALDO ANDREAZZI - 492 - CAMPINAS - SP;PAULO SERGIO MARQUES DA SILVA;9,27E+13;04297 - FRIGELAR - RUA ROMUALDO ANDREAZZI - 492 - CAMPINAS - SP
FRIGELAR;FRIGELAR;06664 - FRIGELAR - AVENIDA PROF FRANCISCO MORATO - 3205 - SAO PAULO - SP;PAULO SERGIO MARQUES DA SILVA;9,27E+13;06664 - FRIGELAR - AVENIDA PROF FRANCISCO MORATO - 3205 - SAO PAULO - SP
FRIGELAR;FRIGELAR;06079 - FRIGELAR - RUA MARECHAL DEODORO - 2406 - SAO BERNARDO DO CAMPO - SP;PAULO SERGIO MARQUES DA SILVA;9,27E+13;06079 - FRIGELAR - RUA MARECHAL DEODORO - 2406 - SAO BERNARDO DO CAMPO - SP
FRIGELAR;FRIGELAR;05935 - FRIGELAR - RUA QUIRINO DOS SANTOS - 167 - SAO PAULO - SP;LIEDY AQUINO GOMES DOS SANTOS;9,27E+13;05935 - FRIGELAR - RUA QUIRINO DOS SANTOS - 167 - SAO PAULO - SP
FRIGELAR;FRIGELAR;05005 - FRIGELAR - AVENIDA DOS AUTONOMISTAS - 6230 - OSASCO - SP;PAULO SERGIO MARQUES DA SILVA;9,27E+13;05005 - FRIGELAR - AVENIDA DOS AUTONOMISTAS - 6230 - OSASCO - SP
FRIGELAR;FRIGELAR;04610 - FRIGELAR - AVENIDA MONTEIRO LOBATO - 393 - GUARULHOS - SP;PAULO SERGIO MARQUES DA SILVA;9,27E+13;04610 - FRIGELAR - AVENIDA MONTEIRO LOBATO - 393 - GUARULHOS - SP
FRIGELAR;FRIGELAR;03487 - FRIGELAR - AVENIDA AIRTON PRETINI - 321 - SAO PAULO - SP;LIEDY AQUINO GOMES DOS SANTOS;9,27E+13;03487 - FRIGELAR - AVENIDA AIRTON PRETINI - 321 - SAO PAULO - SP
FRIGELAR;FRIGELAR;02324 - FRIGELAR - ALAMEDA GLETE - 908 - SAO PAULO - SP;PAULO SERGIO MARQUES DA SILVA;9,27E+13;02324 - FRIGELAR - ALAMEDA GLETE - 908 - SAO PAULO - SP
FRIGELAR;FRIGELAR;01867 - FRIGELAR - ALAMEDA GLETE - 798 - SAO PAULO - SP;PAULO SERGIO MARQUES DA SILVA;9,27E+13;01867 - FRIGELAR - ALAMEDA GLETE - 798 - SAO PAULO - SP
FRIGELAR;FRIGELAR;00461 - FRIGELAR - ALAMEDA GLETE - 771 - SAO PAULO - SP;PAULO SERGIO MARQUES DA SILVA;9,27E+13;00461 - FRIGELAR - ALAMEDA GLETE - 771 - SAO PAULO - SP
FRIGELAR;FRIGELAR;07474 - FRIGELAR - AV SANTOS DUMONT - 4806 - LAURO DE FREITAS - BA;TATIANE SOUZA DOS SANTOS;9,27E+13;07474 - FRIGELAR - AV SANTOS DUMONT - 4806 - LAURO DE FREITAS - BA
FRIGELAR;FRIGELAR;05773 - FRIGELAR - AVENIDA JOAO XXIII - 1445, - TERESINA - PI;TATIANE SOUZA DOS SANTOS;9,27E+13;05773 - FRIGELAR - AVENIDA JOAO XXIII - 1445, - TERESINA - PI
FRIGELAR;FRIGELAR;03568 - FRIGELAR - AVENIDA MARIO LEAL FERREIRA - 901 - SALVADOR - BA;TATIANE SOUZA DOS SANTOS;9,27E+13;03568 - FRIGELAR - AVENIDA MARIO LEAL FERREIRA - 901 - SALVADOR - BA
FRIGELAR;FRIGELAR;06311 - FRIGELAR - AV. CEARA - 2308 - CAMPO GRANDE - MS;A DEFINIR;9,27E+13;06311 - FRIGELAR - AV. CEARA - 2308 - CAMPO GRANDE - MS
FRIGELAR;FRIGELAR;05340 - FRIGELAR - AVENIDA FERNANDO CORREA DA COSTA - 834 - CUIABA - MT;A DEFINIR;9,27E+13;05340 - FRIGELAR - AVENIDA FERNANDO CORREA DA COSTA - 834 - CUIABA - MT
FRIGELAR;FRIGELAR;03991 - FRIGELAR - RUA PARA - 640 - MANAUS - AM;A DEFINIR;9,27E+13;03991 - FRIGELAR - RUA PARA - 640 - MANAUS - AM
FRIGELAR;FRIGELAR;03800 - FRIGELAR - RODOVIA BR 316 - SN - ANANINDEUA - PA;A DEFINIR;9,27E+13;03800 - FRIGELAR - RODOVIA BR 316 - SN - ANANINDEUA - PA
FRIGELAR;FRIGELAR;03720 - FRIGELAR - AV. ALMIRANTE BARROSO - 280 - BELEM - PA;A DEFINIR;9,27E+13;03720 - FRIGELAR - AV. ALMIRANTE BARROSO - 280 - BELEM - PA
FRIGELAR;FRIGELAR;03134 - FRIGELAR - SIA/SUL TRECHO 1 - SN - BRASILIA - DF;A DEFINIR;9,27E+13;03134 - FRIGELAR - SIA/SUL TRECHO 1 - SN - BRASILIA - DF
FRIGELAR;FRIGELAR;02162 - FRIGELAR - AVENIDA ANHANGUERA - 7150 - GOIANIA - GO;A DEFINIR;9,27E+13;02162 - FRIGELAR - AVENIDA ANHANGUERA - 7150 - GOIANIA - GO
FRIGELAR;FRIGELAR;04378 - FRIGELAR - AVENIDA AFONSO PENA - 2626 - UBERLANDIA - MG;ALEXANDRE RIBEIRO LIMA;9,27E+13;04378 - FRIGELAR - AVENIDA AFONSO PENA - 2626 - UBERLANDIA - MG
FRIGELAR;FRIGELAR;03215 - FRIGELAR - RUA MATO GROSSO11BARRO PRETO - SN - BELO HORIZONTE - MG;DIOGO DO NASCIMENTO SANTOS;9,27E+13;03215 - FRIGELAR - RUA MATO GROSSO11BARRO PRETO - SN - BELO HORIZONTE - MG
FRIGELAR;FRIGELAR;02596 - FRIGELAR - AVENIDA CARLOS LINDEMBERG - 2719 - VILA VELHA - ES;DIOGO DO NASCIMENTO SANTOS;9,27E+13;02596 - FRIGELAR - AVENIDA CARLOS LINDEMBERG - 2719 - VILA VELHA - ES
FRIGELAR;FRIGELAR;01352 - FRIGELAR - AVENIDA VITORIA - 2535 - VITORIA - ES;DIOGO DO NASCIMENTO SANTOS;9,27E+13;01352 - FRIGELAR - AVENIDA VITORIA - 2535 - VITORIA - ES
FRIGELAR;FRIGELAR;06826 - FRIGELAR - AVENIDA TIRADENTES - 1150 - LONDRINA - PR;BIBIANO RODRIGUES NETO;9,27E+13;06826 - FRIGELAR - AVENIDA TIRADENTES - 1150 - LONDRINA - PR
FRIGELAR;FRIGELAR;06745 - FRIGELAR - RUA COELHO NETO - 337 - JOINVILLE - SC;BIBIANO RODRIGUES NETO;9,27E+13;06745 - FRIGELAR - RUA COELHO NETO - 337 - JOINVILLE - SC
FRIGELAR;FRIGELAR;02910 - FRIGELAR - RUA ROCKFELLER - 826 - CURITIBA - PR;BIBIANO RODRIGUES NETO;9,27E+13;02910 - FRIGELAR - RUA ROCKFELLER - 826 - CURITIBA - PR
FRIGELAR;FRIGELAR;00380 - FRIGELAR - RUA ROCKFELLER - 805 - CURITIBA - PR;BIBIANO RODRIGUES NETO;9,27E+13;00380 - FRIGELAR - RUA ROCKFELLER - 805 - CURITIBA - PR
FRIGELAR;FRIGELAR;08012 - FRIGELAR - R CABACEIRAS - 55 - FEIRA DE SANTANA - BA;TATIANE SOUZA DOS SANTOS;9,27E+13;08012 - FRIGELAR - R CABACEIRAS - 55 - FEIRA DE SANTANA - BA
FRIOPECAS;FRIOPECAS;00633 - FRIOPECAS - RUA TEIXEIRA RIBEIRO - 275 - RIO DE JANEIRO - RJ;DIOGO DO NASCIMENTO SANTOS;9,32E+12;00633 - FRIOPECAS - RUA TEIXEIRA RIBEIRO - 275 - RIO DE JANEIRO - RJ
FRIOPECAS;FRIOPECAS;00471 - FRIOPECAS - AVENIDA. JK - 960 - GOVERNADOR VALADARES - MG;DIOGO DO NASCIMENTO SANTOS;9,32E+12;00471 - FRIOPECAS - AVENIDA. JK - 960 - GOVERNADOR VALADARES - MG
FRIOPECAS;FRIOPECAS;00390 - FRIOPECAS - ALAMEDA GLETE - 812 - SAO PAULO - SP;LIEDY AQUINO GOMES DOS SANTOS;9,32E+12;00390 - FRIOPECAS - ALAMEDA GLETE - 812 - SAO PAULO - SP
FRIOPECAS;FRIOPECAS;01281 - FRIOPECAS - AVENIDA IMPERADOR - 1092 - FORTALEZA - CE;LUIZ FALCAO DE SOUZA NETO;9,32E+12;01281 - FRIOPECAS - AVENIDA IMPERADOR - 1092 - FORTALEZA - CE
FRIOPECAS;FRIOPECAS;00986 - FRIOPECAS - AVENIDA. MALAMEDA MASCARENHAS DE MORAIS - 2683 - IMBIRIBEIRA - PE;LUIZ FALCAO DE SOUZA NETO;9,32E+12;00986 - FRIOPECAS - AVENIDA. MALAMEDA MASCARENHAS DE MORAIS - 2683 - IMBIRIBEIRA - PE
FRIOPECAS;FRIOPECAS;00200 - FRIOPECAS - RUA BARAO DE ATALAIA - 603 - MACEIO - AL;LUIZ FALCAO DE SOUZA NETO;9,32E+12;00200 - FRIOPECAS - RUA BARAO DE ATALAIA - 603 - MACEIO - AL
FRIOPECAS;FRIOPECAS;01362 - FRIOPECAS - AVENIDA. AILTON GOMES - 1491 - JUAZEIRO DO NORTE - CE;TATIANE SOUZA DOS SANTOS;9,32E+12;01362 - FRIOPECAS - AVENIDA. AILTON GOMES - 1491 - JUAZEIRO DO NORTE - CE
FRIOPECAS;FRIOPECAS;01524 - FRIOPECAS - RUA DOS GOITACAZES - 1145 - BELO HORIZONTE - MG;DIOGO DO NASCIMENTO SANTOS;9,32E+12;01524 - FRIOPECAS - RUA DOS GOITACAZES - 1145 - BELO HORIZONTE - MG
FRIOPECAS;FRIOPECAS;00129 - FRIOPECAS - AV CIVIT I - 1295 - SERRA - ES;DIOGO DO NASCIMENTO SANTOS;9,32E+12;00129 - FRIOPECAS - AV CIVIT I - 1295 - SERRA - ES
FRIOPECAS;FRIOPECAS;00110 - FRIOPECAS - RUA MATO GROSSO - 224 - BELO HORIZONTE - MG;DIOGO DO NASCIMENTO SANTOS;4,29E+12;00110 - FRIOPECAS - RUA MATO GROSSO - 224 - BELO HORIZONTE - MG
FUJIOKA;FUJIOKA;11794 - FUJIOKA - APARECIDA SHOPPING - APARECIDA DE GOIANIA - GO;A DEFINIR;1,01E+12;11794 - FUJIOKA - APARECIDA SHOPPING - APARECIDA DE GOIANIA - GO
