REDE;CLIENTE;LOJA;CONSULTOR;CNPJ;NOME PDV
FUJIOKA;FUJIOKA;11603 - FUJIOKA - AVENIDA VINTE DE AGOSTO - 1468 - CATALAO - GO;A DEFINIR;1,01E+12;11603 - FUJIOKA - AVENIDA VINTE DE AGOSTO - 1468 - CATALAO - GO
FUJIOKA;FUJIOKA;10984 - FUJIOKA - BURITI SHOPPING RIO VERDE - RIO VERDE - GO;A DEFINIR;1,01E+12;10984 - FUJIOKA - BURITI SHOPPING RIO VERDE - RIO VERDE - GO
FUJIOKA;FUJIOKA;10470 - FUJIOKA - SHOPPING SANTA MARIA BRASILIA - BRASILIA - DF;A DEFINIR;1,01E+12;10470 - FUJIOKA - SHOPPING SANTA MARIA BRASILIA - BRASILIA - DF
FUJIOKA;FUJIOKA;10399 - FUJIOKA - SENADOR CANEDO/GO;A DEFINIR;1,01E+12;10399 - FUJIOKA - SENADOR CANEDO/GO
FUJIOKA;FUJIOKA;09625 - FUJIOKA - AVENIDA GOIAS - 215 - GOIANESIA - GO;A DEFINIR;1,01E+12;09625 - FUJIOKA - AVENIDA GOIAS - 215 - GOIANESIA - GO
FUJIOKA;FUJIOKA;08220 - FUJIOKA - AVENIDA PARANOA - SN - BRASILIA - DF;A DEFINIR;1,01E+12;08220 - FUJIOKA - AVENIDA PARANOA - SN - BRASILIA - DF
FUJIOKA;FUJIOKA;08068 - FUJIOKA - QUADRA QA 04 - SN - PLANALTINA - GO;A DEFINIR;1,01E+12;08068 - FUJIOKA - QUADRA QA 04 - SN - PLANALTINA - GO
FUJIOKA;FUJIOKA;07339 - FUJIOKA - APARECIDA DE GOIANIA GARAVELO/GO;A DEFINIR;1,01E+12;07339 - FUJIOKA - APARECIDA DE GOIANIA GARAVELO/GO
FUJIOKA;FUJIOKA;07177 - FUJIOKA - AGUAS LINDAS GOIANIA/GO;A DEFINIR;1,01E+12;07177 - FUJIOKA - AGUAS LINDAS GOIANIA/GO
FUJIOKA;FUJIOKA;07096 - FUJIOKA - AVENIDA T9 - 3311 - GOIANIA - GO;A DEFINIR;1,01E+12;07096 - FUJIOKA - AVENIDA T9 - 3311 - GOIANIA - GO
FUJIOKA;FUJIOKA;06952 - FUJIOKA - AVENIDA CORONEL. BENTO DE GODOY - 578 - CALDAS NOVAS - GO;A DEFINIR;1,01E+12;06952 - FUJIOKA - AVENIDA CORONEL. BENTO DE GODOY - 578 - CALDAS NOVAS - GO
FUJIOKA;FUJIOKA;06871 - FUJIOKA - RUA DO COMERCIO - 337 - LUZIANIA - GO;A DEFINIR;1,01E+12;06871 - FUJIOKA - RUA DO COMERCIO - 337 - LUZIANIA - GO
FUJIOKA;FUJIOKA;05719 - FUJIOKA - SHOPPING ARAGUAIA - GOIANIA - GO;A DEFINIR;1,01E+12;05719 - FUJIOKA - SHOPPING ARAGUAIA - GOIANIA - GO
FUJIOKA;FUJIOKA;05557 - FUJIOKA - AVENIDA PIO XII - 845 - GOIANIA - GO;A DEFINIR;1,01E+12;05557 - FUJIOKA - AVENIDA PIO XII - 845 - GOIANIA - GO
FUJIOKA;FUJIOKA;05476 - FUJIOKA - AVENIDA 24 DE OUTUBRO - 1487 - GOIANIA - GO;A DEFINIR;1,01E+12;05476 - FUJIOKA - AVENIDA 24 DE OUTUBRO - 1487 - GOIANIA - GO
FUJIOKA;FUJIOKA;05123 - FUJIOKA - SENADOR CANEDO;A DEFINIR;1,01E+12;05123 - FUJIOKA - SENADOR CANEDO
FUJIOKA;FUJIOKA;04151 - FUJIOKA - AVENIDA ANHANGUERA - 5239 - GOIANIA - GO;A DEFINIR;1,01E+12;04151 - FUJIOKA - AVENIDA ANHANGUERA - 5239 - GOIANIA - GO
FUJIOKA;FUJIOKA;07924 - FUJIOKA - AVENIDA INDEPENDENCIA - SN - APARECIDA DE GOIANIA - GO;A DEFINIR;1,01E+12;07924 - FUJIOKA - AVENIDA INDEPENDENCIA - SN - APARECIDA DE GOIANIA - GO
FUJIOKA;FUJIOKA;07843 - FUJIOKA - QUADRA SN QUADRA 03 - SN - BRASILIA - DF;A DEFINIR;1,01E+12;07843 - FUJIOKA - QUADRA SN QUADRA 03 - SN - BRASILIA - DF
FUJIOKA;FUJIOKA;07509 - FUJIOKA - TRINDADE/GO;A DEFINIR;1,01E+12;07509 - FUJIOKA - TRINDADE/GO
FUJIOKA;FUJIOKA;07410 - FUJIOKA - FORMOSA/GO;A DEFINIR;1,01E+12;07410 - FUJIOKA - FORMOSA/GO
FUJIOKA;FUJIOKA;03180 - FUJIOKA - CONJUNTO CNM 02 - SN - BRASILIA - DF;A DEFINIR;1,01E+12;03180 - FUJIOKA - CONJUNTO CNM 02 - SN - BRASILIA - DF
FUJIOKA;FUJIOKA;00830 - FUJIOKA - VILA NOVA;A DEFINIR;1,01E+12;00830 - FUJIOKA - VILA NOVA
FUJIOKA;FUJIOKA;00750 - FUJIOKA - AVENIDA INDEPENDENCIA - 3822 - GOIANIA - GO;A DEFINIR;1,01E+12;00750 - FUJIOKA - AVENIDA INDEPENDENCIA - 3822 - GOIANIA - GO
FUJIOKA;FUJIOKA;00326 - FUJIOKA - CAICARA;A DEFINIR;1,01E+12;00326 - FUJIOKA - CAICARA
FUJIOKA;FUJIOKA;00164 - FUJIOKA - AV ANHANGUERA - 3750 - GOIANIA - GO;A DEFINIR;1,01E+12;00164 - FUJIOKA - AV ANHANGUERA - 3750 - GOIANIA - GO
FUJIOKA;FUJIOKA;01306 - FUJIOKA - CENTRO HOTELEIRO - SN - BRASILIA - DF;A DEFINIR;1,01E+12;01306 - FUJIOKA - CENTRO HOTELEIRO - SN - BRASILIA - DF
FUJIOKA;FUJIOKA;00911 - FUJIOKA - ANAPOLIS;A DEFINIR;1,01E+12;00911 - FUJIOKA - ANAPOLIS
FUJIOKA;FUJIOKA;10127 - FUJIOKA - JK SHOPPING - BRASILIA - DF;A DEFINIR;1,01E+12;10127 - FUJIOKA - JK SHOPPING - BRASILIA - DF
FUJIOKA;FUJIOKA;09463 - FUJIOKA - AVENIDA BRASIL - 360 - ANAPOLIS - GO;A DEFINIR;1,01E+12;09463 - FUJIOKA - AVENIDA BRASIL - 360 - ANAPOLIS - GO
FUJIOKA;FUJIOKA;08734 - FUJIOKA - AVENIDA RECANTO DAS EMAS QUADRA 103 LOTE 17 - SN - BRASILIA - DF;A DEFINIR;1,01E+12;08734 - FUJIOKA - AVENIDA RECANTO DAS EMAS QUADRA 103 LOTE 17 - SN - BRASILIA - DF
FUJIOKA;FUJIOKA;08653 - FUJIOKA - SHOPPING SUL VALPARAISO - VALPARAISO DE GOIAS - GO;A DEFINIR;1,01E+12;08653 - FUJIOKA - SHOPPING SUL VALPARAISO - VALPARAISO DE GOIAS - GO
FUJIOKA;FUJIOKA;08149 - FUJIOKA - PORTAL SHOPPING - GOIANIA - GO;A DEFINIR;1,01E+12;08149 - FUJIOKA - PORTAL SHOPPING - GOIANIA - GO
FUJIOKA;FUJIOKA;07258 - FUJIOKA - RUA RUA GOIAS - 690 - INHUMAS - GO;A DEFINIR;1,01E+12;07258 - FUJIOKA - RUA RUA GOIAS - 690 - INHUMAS - GO
FUJIOKA;FUJIOKA;06014 - FUJIOKA - SHD PROJECAO N LJS 13 15 17 18 19 E 20 - SN - BRASILIA - DF;A DEFINIR;1,01E+12;06014 - FUJIOKA - SHD PROJECAO N LJS 13 15 17 18 19 E 20 - SN - BRASILIA - DF
FUJIOKA;FUJIOKA;05638 - FUJIOKA - GOIANIA SHOPPING - GOIANIA - GO;A DEFINIR;1,01E+12;05638 - FUJIOKA - GOIANIA SHOPPING - GOIANIA - GO
FUJIOKA;FUJIOKA;05204 - FUJIOKA - BURITI SHOPPING APARECIDA DE GOIANIA - APARECIDA DE GOIANIA - GO;A DEFINIR;1,01E+12;05204 - FUJIOKA - BURITI SHOPPING APARECIDA DE GOIANIA - APARECIDA DE GOIANIA - GO
FUJIOKA;FUJIOKA;04747 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - S61 - BRASILIA - DF;A DEFINIR;1,01E+12;04747 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - S61 - BRASILIA - DF
FUJIOKA;FUJIOKA;12090 - FUJIOKA - QUADRA SIA QUADRA 4-C - S/N - BRASILIA - DF;A DEFINIR;1,01E+12;12090 - FUJIOKA - QUADRA SIA QUADRA 4-C - S/N - BRASILIA - DF
FUJIOKA;FUJIOKA;11875 - FUJIOKA - SHOPPING PASSEIO DAS AGUAS - GOIANIA - GO;A DEFINIR;1,01E+12;11875 - FUJIOKA - SHOPPING PASSEIO DAS AGUAS - GOIANIA - GO
FUJIOKA;FUJIOKA;03694 - FUJIOKA - PARK SHOPPING BRASILIA - BRASILIA - DF;A DEFINIR;1,01E+12;03694 - FUJIOKA - PARK SHOPPING BRASILIA - BRASILIA - DF
FUJIOKA;FUJIOKA;03422 - FUJIOKA - AVENIDA PRESIDENTE VARGAS - 550 - RIO VERDE - GO;A DEFINIR;1,01E+12;03422 - FUJIOKA - AVENIDA PRESIDENTE VARGAS - 550 - RIO VERDE - GO
FUJIOKA;FUJIOKA;07762 - FUJIOKA - QUADRA QS 414 - SN - BRASILIA - DF;A DEFINIR;1,01E+12;07762 - FUJIOKA - QUADRA QS 414 - SN - BRASILIA - DF
FUJIOKA;FUJIOKA;03260 - FUJIOKA - PRACA DA REPUBLICA - 256 - ITUMBIARA - GO;A DEFINIR;1,01E+12;03260 - FUJIOKA - PRACA DA REPUBLICA - 256 - ITUMBIARA - GO
FUJIOKA;FUJIOKA;02965 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - T18 - BRASILIA - DF;A DEFINIR;1,01E+12;02965 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - T18 - BRASILIA - DF
FUJIOKA;FUJIOKA;02108 - FUJIOKA - TAGUATINGA SHOPPING - BRASILIA - DF;A DEFINIR;1,01E+12;02108 - FUJIOKA - TAGUATINGA SHOPPING - BRASILIA - DF
FUJIOKA;FUJIOKA;00679 - FUJIOKA - AVENIDA ASSIS CHATEAUBRIANT - 500 - GOIANIA - GO;A DEFINIR;1,01E+12;00679 - FUJIOKA - AVENIDA ASSIS CHATEAUBRIANT - 500 - GOIANIA - GO
FUJIOKA;FUJIOKA;00598 - FUJIOKA - AVENIDA ANHANGUERA - 4714 - GOIANIA - GO;A DEFINIR;1,01E+12;00598 - FUJIOKA - AVENIDA ANHANGUERA - 4714 - GOIANIA - GO
FUJIOKA;FUJIOKA;01560 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - T22 - BRASILIA - DF;A DEFINIR;1,01E+12;01560 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - T22 - BRASILIA - DF
FUJIOKA;FUJIOKA;01055 - FUJIOKA - FLAMBOYANT SHOPPING CENTER - GOIANIA - GO;A DEFINIR;1,01E+12;01055 - FUJIOKA - FLAMBOYANT SHOPPING CENTER - GOIANIA - GO
HAVAN;HAVAN;17663 - REGIONAL SUL - HAVAN - RESENDE - PARAISO - RJ;DIOGO DO NASCIMENTO SANTOS;7,94E+13;17663 - REGIONAL SUL - HAVAN - RESENDE - PARAISO - RJ
HAVAN;HAVAN;18201 - REGIONAL SUL - HAVAN - MACEIO - JARDIM PETROPOLIS - AL;LUIZ FALCAO DE SOUZA NETO;7,94E+13;18201 - REGIONAL SUL - HAVAN - MACEIO - JARDIM PETROPOLIS - AL
HAVAN;HAVAN;17310 - REGIONAL SUL - HAVAN - SAO LUIS - COHAMA - MA;LUIZ FALCAO DE SOUZA NETO;7,94E+13;17310 - REGIONAL SUL - HAVAN - SAO LUIS - COHAMA - MA
HAVAN;HAVAN;17159 - REGIONAL SUL - HAVAN - NATAL - CANDELARIA - RN;LUIZ FALCAO DE SOUZA NETO;7,94E+13;17159 - REGIONAL SUL - HAVAN - NATAL - CANDELARIA - RN
HAVAN;HAVAN;17078 - REGIONAL SUL - HAVAN - ARACAJU - NOVO PARAISO - SE;LUIZ FALCAO DE SOUZA NETO;7,94E+13;17078 - REGIONAL SUL - HAVAN - ARACAJU - NOVO PARAISO - SE
HAVAN;HAVAN;16349 - REGIONAL SUL - HAVAN - TERESINA - SANTA ISABEL - PI;LUIZ FALCAO DE SOUZA NETO;7,94E+13;16349 - REGIONAL SUL - HAVAN - TERESINA - SANTA ISABEL - PI
HAVAN;HAVAN;18988 - HAVAN - RUA CRUZEIRO DO SUL - 400 - SANTA ROSA - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;18988 - HAVAN - RUA CRUZEIRO DO SUL - 400 - SANTA ROSA - RS
HAVAN;HAVAN;16934 - REGIONAL SUL - HAVAN - BALNEARIO CAMBORIU - PIONEIROS - SC;MARCIO JOSE FLORES PEREIRA;7,94E+13;16934 - REGIONAL SUL - HAVAN - BALNEARIO CAMBORIU - PIONEIROS - SC
HAVAN;HAVAN;16853 - REGIONAL SUL - HAVAN - GUAIBA - PARQUE 35 - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;16853 - REGIONAL SUL - HAVAN - GUAIBA - PARQUE 35 - RS
HAVAN;HAVAN;16772 - REGIONAL SUL - HAVAN - CAPAO DA CANOA - ZONA NOVA - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;16772 - REGIONAL SUL - HAVAN - CAPAO DA CANOA - ZONA NOVA - RS
HAVAN;HAVAN;16004 - REGIONAL SUL - HAVAN - LAJEADO - HIDRAULICA - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;16004 - REGIONAL SUL - HAVAN - LAJEADO - HIDRAULICA - RS
HAVAN;HAVAN;15709 - REGIONAL SUL - HAVAN - ERECHIM - BELA VISTA - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;15709 - REGIONAL SUL - HAVAN - ERECHIM - BELA VISTA - RS
HAVAN;HAVAN;14990 - REGIONAL SUL - HAVAN - 0158 - IJUI - SOL NASCENTE - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;14990 - REGIONAL SUL - HAVAN - 0158 - IJUI - SOL NASCENTE - RS
HAVAN;HAVAN;14303 - REGIONAL SUL - HAVAN - 0150 - SANTA CRUZ DO SUL - SCHULTZ - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;14303 - REGIONAL SUL - HAVAN - 0150 - SANTA CRUZ DO SUL - SCHULTZ - RS
HAVAN;HAVAN;14214 - REGIONAL SUL - HAVAN - RIO GRANDE - VILA MARIA - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;14214 - REGIONAL SUL - HAVAN - RIO GRANDE - VILA MARIA - RS
HAVAN;HAVAN;14133 - REGIONAL SUL - HAVAN - 0152 - SANTA MARIA - MEDIANEIRA - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;14133 - REGIONAL SUL - HAVAN - 0152 - SANTA MARIA - MEDIANEIRA - RS
HAVAN;HAVAN;13757 - REGIONAL SUL - HAVAN - 0144 - SAO FRANCISCO DO SUL - ACARAI - SC;MARCIO JOSE FLORES PEREIRA;7,94E+13;13757 - REGIONAL SUL - HAVAN - 0144 - SAO FRANCISCO DO SUL - ACARAI - SC
HAVAN;HAVAN;13242 - REGIONAL SUL - HAVAN - 0138 - CAXIAS DO SUL - CIDADE NOVA - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;13242 - REGIONAL SUL - HAVAN - 0138 - CAXIAS DO SUL - CIDADE NOVA - RS
HAVAN;HAVAN;17906 - REGIONAL SUL - HAVAN - CONCORDIA - SAO CRISTOVAO - SC;MARCIO JOSE FLORES PEREIRA;7,94E+13;17906 - REGIONAL SUL - HAVAN - CONCORDIA - SAO CRISTOVAO - SC
HAVAN;HAVAN;03107 - REGIONAL SUL - HAVAN - 0030 - BLUMENAU - ITOUPAVA NORTE - SC;MARCIO JOSE FLORES PEREIRA;7,94E+13;03107 - REGIONAL SUL - HAVAN - 0030 - BLUMENAU - ITOUPAVA NORTE - SC
HAVAN;HAVAN;00850 - HAVAN - RODOVIA ANTONIO HEIL - 250 - BRUSQUE - SC;MARCIO JOSE FLORES PEREIRA;7,94E+13;00850 - HAVAN - RODOVIA ANTONIO HEIL - 250 - BRUSQUE - SC
HAVAN;HAVAN;19011 - HAVAN - RODOVIA MT-208 - 3160 - ALTA FLORESTA - MT;A DEFINIR;7,94E+13;19011 - HAVAN - RODOVIA MT-208 - 3160 - ALTA FLORESTA - MT
HAVAN;HAVAN;18716 - HAVAN - RO - JI-PARANA - JARDIM PRESIDENCIAL;A DEFINIR;7,94E+13;18716 - HAVAN - RO - JI-PARANA - JARDIM PRESIDENCIAL
HAVAN;HAVAN;18554 - REGIONAL SUL - HAVAN - MANAUS - MONTE DAS OLIVEIRAS - AM;A DEFINIR;7,94E+13;18554 - REGIONAL SUL - HAVAN - MANAUS - MONTE DAS OLIVEIRAS - AM
HAVAN;HAVAN;18392 - REGIONAL SUL - HAVAN - PRIMAVERA DO LESTE - CIDADE PRIMAVERA II - MT;A DEFINIR;7,94E+13;18392 - REGIONAL SUL - HAVAN - PRIMAVERA DO LESTE - CIDADE PRIMAVERA II - MT
HAVAN;HAVAN;16420 - HAVAN - AVENIDA GOVERNADOR JOSE LINDOSO - 3120 - MANAUS - AM;A DEFINIR;7,94E+13;16420 - HAVAN - AVENIDA GOVERNADOR JOSE LINDOSO - 3120 - MANAUS - AM
HAVAN;HAVAN;17825 - REGIONAL SUL - HAVAN - MONTES CLAROS - VERA CRUZ - MG;DIOGO DO NASCIMENTO SANTOS;7,94E+13;17825 - REGIONAL SUL - HAVAN - MONTES CLAROS - VERA CRUZ - MG
HAVAN;HAVAN;11460 - REGIONAL SUL - HAVAN - 0118 - VARGINHA - JARDIM CANAA - MG;DIOGO DO NASCIMENTO SANTOS;7,94E+13;11460 - REGIONAL SUL - HAVAN - 0118 - VARGINHA - JARDIM CANAA - MG
HAVAN;HAVAN;18805 - HAVAN - AVENIDA DOM AGOSTINHO JOSE SARTORI - 5253 - FRANCISCO BELTRAO - PR;BIBIANO RODRIGUES NETO;7,94E+13;18805 - HAVAN - AVENIDA DOM AGOSTINHO JOSE SARTORI - 5253 - FRANCISCO BELTRAO - PR
HAVAN;HAVAN;18635 - HAVAN - AVENIDA TUPI - 3233 - PATO BRANCO - PR;BIBIANO RODRIGUES NETO;7,64E+13;18635 - HAVAN - AVENIDA TUPI - 3233 - PATO BRANCO - PR
HAVAN;HAVAN;13323 - REGIONAL SUL - HAVAN - 0132 - PARANAVAI - JARDIM SANTOS DUMONT - PR;BIBIANO RODRIGUES NETO;7,94E+13;13323 - REGIONAL SUL - HAVAN - 0132 - PARANAVAI - JARDIM SANTOS DUMONT - PR
HAVAN;HAVAN;12009 - HAVAN - RUA ALMIRANTE JACEGUAY - 2935 - JOINVILLE - SC;BIBIANO RODRIGUES NETO;7,94E+13;12009 - HAVAN - RUA ALMIRANTE JACEGUAY - 2935 - JOINVILLE - SC
HAVAN;HAVAN;10731 - REGIONAL SUL - HAVAN - 0114 - FOZ DO IGUACU - VILA YOLANDA - PR;BIBIANO RODRIGUES NETO;7,94E+13;10731 - REGIONAL SUL - HAVAN - 0114 - FOZ DO IGUACU - VILA YOLANDA - PR
HAVAN;HAVAN;09482 - REGIONAL SUL - HAVAN - 0096 - UMUARAMA - INDUSTRIAL I - PR;BIBIANO RODRIGUES NETO;7,94E+13;09482 - REGIONAL SUL - HAVAN - 0096 - UMUARAMA - INDUSTRIAL I - PR
HAVAN;HAVAN;01317 - REGIONAL SUL - HAVAN - 0011 - CURITIBA - BOA VISTA - PR;BIBIANO RODRIGUES NETO;7,94E+13;01317 - REGIONAL SUL - HAVAN - 0011 - CURITIBA - BOA VISTA - PR
HAVAN;HAVAN;17400 - REGIONAL SUL - HAVAN - DIADEMA - PLANALTO - SP;PAULO SERGIO MARQUES DA SILVA;7,94E+13;17400 - REGIONAL SUL - HAVAN - DIADEMA - PLANALTO - SP
HAVAN;HAVAN;16268 - REGIONAL SUL - HAVAN - CATANDUVA - JARDIM AMENDOLA - SP;LIEDY AQUINO GOMES DOS SANTOS;7,94E+13;16268 - REGIONAL SUL - HAVAN - CATANDUVA - JARDIM AMENDOLA - SP
HAVAN;HAVAN;15458 - REGIONAL SUL - HAVAN - 0168 - SUMARE - VILA SANTA TEREZINHA - SP;LIEDY AQUINO GOMES DOS SANTOS;7,94E+13;15458 - REGIONAL SUL - HAVAN - 0168 - SUMARE - VILA SANTA TEREZINHA - SP
HAVAN;HAVAN;13676 - REGIONAL SUL - HAVAN - 0139 - MOGI MIRIM - JARDIM SCOMPARIM - SP;LIEDY AQUINO GOMES DOS SANTOS;7,94E+13;13676 - REGIONAL SUL - HAVAN - 0139 - MOGI MIRIM - JARDIM SCOMPARIM - SP
HAVAN;HAVAN;12947 - REGIONAL SUL - HAVAN - 0130 - CAMPINAS - JARDIM ANTONIO VON ZUBEN - SP;PAULO SERGIO MARQUES DA SILVA;7,94E+13;12947 - REGIONAL SUL - HAVAN - 0130 - CAMPINAS - JARDIM ANTONIO VON ZUBEN - SP
HAVAN;HAVAN;10901 - REGIONAL SUL - HAVAN - 0115 - ITAQUAQUECETUBA - MANDI - SP;PAULO SERGIO MARQUES DA SILVA;7,94E+13;10901 - REGIONAL SUL - HAVAN - 0115 - ITAQUAQUECETUBA - MANDI - SP
HAVAN;HAVAN;15105 - REGIONAL SUL - HAVAN - BOTUCATU - VILA ASSUMPCAO - SP;PAULO SERGIO MARQUES DA SILVA;7,94E+13;15105 - REGIONAL SUL - HAVAN - BOTUCATU - VILA ASSUMPCAO - SP
HAVAN;HAVAN;12866 - HAVAN - SHOPPING JARAGUA - ARARAQUARA - ARARAQUARA - SP;ALEXANDRE RIBEIRO LIMA;7,94E+13;12866 - HAVAN - SHOPPING JARAGUA - ARARAQUARA - ARARAQUARA - SP
HAVAN;HAVAN;08591 - HAVAN - AVENIDA DA EMANCIPACAO - 2130 - HORTOLANDIA - SP;ALEXANDRE RIBEIRO LIMA;7,94E+13;08591 - HAVAN - AVENIDA DA EMANCIPACAO - 2130 - HORTOLANDIA - SP
HAVAN;HAVAN;06971 - HAVAN - AVENIDA MIGUEL SABIO DE MELLO - 350 - FRANCA - SP;ALEXANDRE RIBEIRO LIMA;7,94E+13;06971 - HAVAN - AVENIDA MIGUEL SABIO DE MELLO - 350 - FRANCA - SP
HAVAN;HAVAN;06548 - HAVAN - RUA GUERINO LUBIANI - 770 - PIRACICABA - SP;ALEXANDRE RIBEIRO LIMA;7,94E+13;06548 - HAVAN - RUA GUERINO LUBIANI - 770 - PIRACICABA - SP
HAVAN;HAVAN;06386 - HAVAN - RUA DA AGRICULTURA - 840 - SANTA BARBARA D OESTE - SP;ALEXANDRE RIBEIRO LIMA;7,94E+13;06386 - HAVAN - RUA DA AGRICULTURA - 840 - SANTA BARBARA D OESTE - SP
HAVAN;HAVAN;06203 - HAVAN - RUA NICOLAU ASSIS - 969 - BAURU - SP;ALEXANDRE RIBEIRO LIMA;7,94E+13;06203 - HAVAN - RUA NICOLAU ASSIS - 969 - BAURU - SP
HAVAN;HAVAN;05657 - HAVAN - AVENIDA CONSTABILE ROMANO - 170 - RIBEIRAO PRETO - SP;ALEXANDRE RIBEIRO LIMA;7,94E+13;05657 - HAVAN - AVENIDA CONSTABILE ROMANO - 170 - RIBEIRAO PRETO - SP
HAVAN;HAVAN;04766 - HAVAN - PLAZA SHOPPING SAO JOSE RIO PRETO - SAO JOSE DO RIO PRETO - SP;ALEXANDRE RIBEIRO LIMA;7,94E+13;04766 - HAVAN - PLAZA SHOPPING SAO JOSE RIO PRETO - SAO JOSE DO RIO PRETO - SP
HAVAN;HAVAN;04502 - HAVAN - AVENIDA DOS ARACAS - 1300 - ARACATUBA - SP;ALEXANDRE RIBEIRO LIMA;7,94E+13;04502 - HAVAN - AVENIDA DOS ARACAS - 1300 - ARACATUBA - SP
HAVAN;HAVAN;04090 - HAVAN - AVENIDA JOAQUIM CONSTANTINO - 1000 - PRESIDENTE PRUDENTE - SP;ALEXANDRE RIBEIRO LIMA;7,94E+13;04090 - HAVAN - AVENIDA JOAQUIM CONSTANTINO - 1000 - PRESIDENTE PRUDENTE - SP
HAVAN;HAVAN;12785 - HAVAN - SHOPPING PARK SUL - VOLTA REDONDA - RJ;DIOGO DO NASCIMENTO SANTOS;7,94E+13;12785 - HAVAN - SHOPPING PARK SUL - VOLTA REDONDA - RJ
HAVAN;HAVAN;09059 - HAVAN - RODOVIA DEPUTADO MARCIO CORREA RJ140 - 2349 - SAO PEDRO DA ALDEIA - RJ;DIOGO DO NASCIMENTO SANTOS;7,94E+13;09059 - HAVAN - RODOVIA DEPUTADO MARCIO CORREA RJ140 - 2349 - SAO PEDRO DA ALDEIA - RJ
HAVAN;HAVAN;17230 - HAVAN - RUA DIOGENES CHIANCA - 2322 - JOAO PESSOA - PB;LUIZ FALCAO DE SOUZA NETO;7,94E+13;17230 - HAVAN - RUA DIOGENES CHIANCA - 2322 - JOAO PESSOA - PB
HAVAN;HAVAN;12190 - HAVAN - AV JURACY MAGALHAES - 463 - VITORIA DA CONQUISTA - BA;LUIZ FALCAO DE SOUZA NETO;7,94E+13;12190 - HAVAN - AV JURACY MAGALHAES - 463 - VITORIA DA CONQUISTA - BA
HAVAN;HAVAN;09563 - HAVAN - AVENIDA CORONEL ANTONIO HONORATO VIANA - 1294 - PETROLINA - PE;LUIZ FALCAO DE SOUZA NETO;7,94E+13;09563 - HAVAN - AVENIDA CORONEL ANTONIO HONORATO VIANA - 1294 - PETROLINA - PE
HAVAN;HAVAN;08400 - HAVAN - AVENIDA CLERISTON ANDRADE - 3873 - BARREIRAS - BA;LUIZ FALCAO DE SOUZA NETO;7,94E+13;08400 - HAVAN - AVENIDA CLERISTON ANDRADE - 3873 - BARREIRAS - BA
HAVAN;HAVAN;15962 - HAVAN - RUA OTAVIO SCHEMES - 4105 - GRAVATAI - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;15962 - HAVAN - RUA OTAVIO SCHEMES - 4105 - GRAVATAI - RS
HAVAN;HAVAN;15539 - HAVAN - RODOVIA BR 101 - 4600 - PALHOCA - SC;MARCIO JOSE FLORES PEREIRA;7,94E+13;15539 - HAVAN - RODOVIA BR 101 - 4600 - PALHOCA - SC
HAVAN;HAVAN;15377 - HAVAN - AVENIDA SAO PEDRO E - 2242 - CHAPECO - SC;MARCIO JOSE FLORES PEREIRA;7,94E+13;15377 - HAVAN - AVENIDA SAO PEDRO E - 2242 - CHAPECO - SC
HAVAN;HAVAN;14648 - HAVAN - RUA JOSE PEREIRA LIBERATO - 2001 - ITAJAI - SC;MARCIO JOSE FLORES PEREIRA;7,94E+13;14648 - HAVAN - RUA JOSE PEREIRA LIBERATO - 2001 - ITAJAI - SC
HAVAN;HAVAN;14567 - HAVAN - AVENIDA SENADOR SALGADO FILHO - 940 - PELOTAS - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;14567 - HAVAN - AVENIDA SENADOR SALGADO FILHO - 940 - PELOTAS - RS
HAVAN;HAVAN;14486 - HAVAN - AVENIDA SENADOR SALGADO FILHO - 7277 - VIAMAO - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;14486 - HAVAN - AVENIDA SENADOR SALGADO FILHO - 7277 - VIAMAO - RS
HAVAN;HAVAN;13080 - HAVAN - AVENIDA BRASIL LESTE - 2333 - PASSO FUNDO - RS;MARCIO JOSE FLORES PEREIRA;7,94E+13;13080 - HAVAN - AVENIDA BRASIL LESTE - 2333 - PASSO FUNDO - RS
HAVAN;HAVAN;09300 - HAVAN - AVENIDA DO ESTADO DALMO VIEIRA - 4300 - BALNEARIO CAMBORIU - SC;MARCIO JOSE FLORES PEREIRA;7,94E+13;09300 - HAVAN - AVENIDA DO ESTADO DALMO VIEIRA - 4300 - BALNEARIO CAMBORIU - SC
